"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"erinnerst","du erinnerst mich so sehr an tom!","du {{1::erinnerst}} mich so sehr an tom!","you remind me so much of tom.","First 3 letters: eri...","98","0.42981212336051045",""
"lage","tom wird dazu in der lage sein.","tom wird dazu in der {{1::lage}} sein.","tom will be able to do that.","First 1 letter: l...","235","0.39902255639097745",""
"person","tom ist eine person von beträchtlichem einfluss.","tom ist eine {{1::person}} von beträchtlichem einfluss.","tom is a man of considerable influence.","First 2 letters: pe...","204","0.4873977873977874",""
"hand","maria reichte tom die hand zum kuss.","maria reichte tom die {{1::hand}} zum kuss.","mary gave tom her hand to kiss.","First 1 letter: h...","562","0.4336507936507936",""
"weder","ich kann weder tom noch maria ausstehen.","ich kann {{1::weder}} tom noch maria ausstehen.","i can't stand either tom or mary.","First 2 letters: we...","187","0.4587352138307552",""
"einander","tom und maria können einander nicht ausstehen.","tom und maria können {{1::einander}} nicht ausstehen.","tom and mary can't stand each other.","First 2 letters: ei...","231","0.48756613756613754",""
"beschlossen","tom und maria beschlossen, johannes zu folgen.","tom und maria {{1::beschlossen}}, johannes zu folgen.","tom and mary decided to follow john.","First 3 letters: bes...","173","0.48723867595818815",""
"beschlossen","tom und maria beschlossen, johannes zu adoptieren.","tom und maria {{1::beschlossen}}, johannes zu adoptieren.","tom and mary decided to adopt john.","First 3 letters: bes...","173","0.48723867595818815",""
"fotos","tom zeigte maria fotos von johannes.","tom zeigte maria {{1::fotos}} von johannes.","tom showed mary some photos of john.","First 2 letters: fo...","149","0.5014204545454546",""
"theater","tom ist mit mary ins theater gegangen.","tom ist mit mary ins {{1::theater}} gegangen.","tom went to the theater with mary.","First 2 letters: th...","126","0.4584761904761905",""
"einzigen","tom hat maria keinen einzigen brief geschrieben.","tom hat maria keinen {{1::einzigen}} brief geschrieben.","tom didn't write mary a single letter.","First 2 letters: ei...","100","0.48696116850730314",""
"ausgehen","tom fragte maria, ob sie mit ihm ausgehen wolle.","tom fragte maria, ob sie mit ihm {{1::ausgehen}} wolle.","tom asked mary out on a date.","First 2 letters: au...","127","0.44578134284016635",""
"ausgehen","tom fragte maria, ob sie mit ihm ausgehen würde.","tom fragte maria, ob sie mit ihm {{1::ausgehen}} würde.","tom asked mary out on a date.","First 2 letters: au...","127","0.44578134284016635",""
"schachtel","tom schenkte maria eine schachtel pralinen.","tom schenkte maria eine {{1::schachtel}} pralinen.","tom gave mary a box of chocolates.","First 3 letters: sch...","134","0.4680290644868302",""
"schachtel","tom kaufte mary eine schachtel pralinen.","tom kaufte mary eine {{1::schachtel}} pralinen.","tom bought mary a box of chocolates.","First 3 letters: sch...","134","0.4680290644868302",""
"schachtel","tom reichte maria eine schachtel mit papiertaschentüchern.","tom reichte maria eine {{1::schachtel}} mit papiertaschentüchern.","tom handed mary a box of tissues.","First 3 letters: sch...","134","0.4870766835344492",""
"bauen","tom und maria bauen ein haus.","tom und maria {{1::bauen}} ein haus.","tom and mary are building a house.","First 2 letters: ba...","117","0.5013020833333333",""
"konnten","tom und maria konnten sich keinen wagen leisten.","tom und maria {{1::konnten}} sich keinen wagen leisten.","tom and mary couldn't afford a car.","First 2 letters: ko...","235","0.47687969924812035",""
"schauen","tom und maria schauen sich einen film an.","tom und maria {{1::schauen}} sich einen film an.","tom and mary are watching a movie.","First 2 letters: sc...","142","0.4763927576601671",""
"flasche","tom reichte maria eine flasche wasser.","tom reichte maria eine {{1::flasche}} wasser.","tom handed mary a bottle of water.","First 2 letters: fl...","204","0.46835016835016835",""
"studieren","tom und maria studieren beide.","tom und maria {{1::studieren}} beide.","tom and mary are both college students.","First 3 letters: stu...","247","0.48196850393700785",""
"sowohl","ich stimme sowohl tom als auch maria zu.","ich stimme {{1::sowohl}} tom als auch maria zu.","i agree with both tom and mary.","First 2 letters: so...","119","0.4513089005235602",""
"gemeinsam","ich sah tom und maria gemeinsam sich von dannen machen.","ich sah tom und maria {{1::gemeinsam}} sich von dannen machen.","i saw tom and mary leave together.","First 3 letters: gem...","129","0.5013440860215054",""
"liegen","ich glaube, tom und mary liegen richtig.","ich glaube, tom und mary {{1::liegen}} richtig.","i believe tom and mary are correct.","First 2 letters: li...","169","0.4586488812392427",""
"machten","tom und maria machten zusammen schulaufgaben.","tom und maria {{1::machten}} zusammen schulaufgaben.","tom and mary did school work together.","First 2 letters: ma...","114","0.5012919896640826",""
"gleichen","tom und mary sind im gleichen alter.","tom und mary sind im {{1::gleichen}} alter.","tom and mary are the same age.","First 2 letters: gl...","168","0.45864435864435865",""
"einzigen","tom und maria sind die einzigen überlebenden.","tom und maria sind die {{1::einzigen}} überlebenden.","tom and mary are the only survivors.","First 2 letters: ei...","100","0.45838973993587456",""
"einzigen","tom und mary sind die einzigen überlebenden.","tom und mary sind die {{1::einzigen}} überlebenden.","tom and mary are the only survivors.","First 2 letters: ei...","100","0.45838973993587456",""
"saßen","tom und maria saßen auf der bank.","tom und maria {{1::saßen}} auf der bank.","tom and mary sat on the bench.","First 2 letters: sa...","134","0.4870766835344492",""
"verlieren","tom und mary verlieren ihre schlüssel oft.","tom und mary {{1::verlieren}} ihre schlüssel oft.","tom and mary often lose their keys.","First 3 letters: ver...","284","0.4880184331797235",""
"saßen","tom und maria saßen unter dem baum.","tom und maria {{1::saßen}} unter dem baum.","tom and mary sat under the tree.","First 2 letters: sa...","134","0.4870766835344492",""
"sagten","tom und maria sagten, sie seien glücklich.","tom und maria {{1::sagten}}, sie seien glücklich.","tom and mary said they were happy.","First 2 letters: sa...","381","0.48988095238095236",""
"ahnung","tom hat keine ahnung, wer maria ist.","tom hat keine {{1::ahnung}}, wer maria ist.","tom has no idea who mary is.","First 2 letters: ah...","334","0.48870829769033364",""
"konnten","tom und maria konnten nicht damit aufhören.","tom und maria {{1::konnten}} nicht damit aufhören.","tom and mary couldn't stop doing it.","First 2 letters: ko...","235","0.487593984962406",""
"verbringen","tom und maria verbringen gerne zeit zusammen.","tom und maria {{1::verbringen}} gerne zeit zusammen.","tom and mary enjoy spending time together.","First 3 letters: ver...","189","0.4873168498168498",""
"wären","tom und maria tun so, als wären sie verheiratet.","tom und maria tun so, als {{1::wären}} sie verheiratet.","tom and mary pretend to be married.","First 2 letters: wä...","215","0.46841491841491845",""
"machten","tom und maria machten ein paar pfefferkucheneichhörnchen.","tom und maria {{1::machten}} ein paar pfefferkucheneichhörnchen.","tom and mary made some gingerbread squirrels.","First 2 letters: ma...","114","0.4870062753783684",""
"gemeinsam","tom und maria essen oft gemeinsam zu abend.","tom und maria essen oft {{1::gemeinsam}} zu abend.","tom and mary often eat dinner together.","First 3 letters: gem...","129","0.47634408602150535",""
"einander","tom und maria erkannten einander augenblicklich wieder.","tom und maria erkannten {{1::einander}} augenblicklich wieder.","tom and mary instantly recognized one another.","First 2 letters: ei...","231","0.48756613756613754",""
"einander","tom und mary haben einander nicht geholfen.","tom und mary haben {{1::einander}} nicht geholfen.","tom and mary didn't help each other.","First 2 letters: ei...","231","0.48756613756613754",""
"taten","tom und maria taten so, als schliefen sie.","tom und maria {{1::taten}} so, als schliefen sie.","tom and mary pretended they were sleeping.","First 2 letters: ta...","104","0.47625944584382873",""
"waschen","tom und maria waschen ihren wagen.","tom und maria {{1::waschen}} ihren wagen.","tom and mary are washing their car.","First 2 letters: wa...","206","0.5016949152542373",""
"wollten","tom und maria wollten zusammenbleiben.","tom und maria {{1::wollten}} zusammenbleiben.","tom and mary wanted to remain together.","First 2 letters: wo...","270","0.48216450216450213",""
"trauen","tom und maria trauen einander nicht.","tom und maria {{1::trauen}} einander nicht.","tom and mary don't trust each other.","First 2 letters: tr...","130","0.5013477088948788",""
"leider","tom und maria sind leider tot.","tom und maria sind {{1::leider}} tot.","i'm afraid tom and mary are dead.","First 2 letters: le...","256","0.4687074829931973",""
"zählen","tom und maria zählen auf dich.","tom und maria {{1::zählen}} auf dich.","tom and mary are counting on you.","First 2 letters: zä...","140","0.5013850415512465",""
"zählen","tom und maria zählen auf euch.","tom und maria {{1::zählen}} auf euch.","tom and mary are counting on you.","First 2 letters: zä...","140","0.5013850415512465",""
"ertragen","tom kann es nicht ertragen, mary anzusehen.","tom kann es nicht {{1::ertragen}}, mary anzusehen.","tom can't bear to look at mary.","First 2 letters: er...","109","0.48698979591836733",""
"ahnung","tom hatte keine ahnung, dass maria so empfand.","tom hatte keine {{1::ahnung}}, dass maria so empfand.","tom never knew mary felt that way.","First 2 letters: ah...","334","0.47799401197604796",""
"telefonnummer","tom bereut es, maria seine telefonnummer gegeben zu haben.","tom bereut es, maria seine {{1::telefonnummer}} gegeben zu haben.","tom regrets telling mary his telephone number.","First 3 letters: tel...","182","0.49045628700801114",""
"bekannt","tom ist nicht bekannt, dass mary das getan hat.","tom ist nicht {{1::bekannt}}, dass mary das getan hat.","tom isn't aware that mary did that.","First 2 letters: be...","214","0.4684088269454123",""
"freundschaft","tom empfand mehr als freundschaft für maria.","tom empfand mehr als {{1::freundschaft}} für maria.","tom felt more than friendship for mary.","First 3 letters: fre...","103","0.48697056712132086",""
"reichen","tom kommt aus einer reichen bostoner familie.","tom kommt aus einer {{1::reichen}} bostoner familie.","tom is from a rich boston family.","First 2 letters: re...","120","0.48702662167229094",""
"person","tom war die älteste person im raum.","tom war die älteste {{1::person}} im raum.","tom was the oldest person in the room.","First 2 letters: pe...","204","0.4873977873977874",""
"solchen","tom kann sich einen solchen computer nicht leisten.","tom kann sich einen {{1::solchen}} computer nicht leisten.","tom can't afford that kind of computer.","First 2 letters: so...","128","0.5013404825737265",""
"meisten","tom denkt, dass die meisten menschen gütig sind.","tom denkt, dass die {{1::meisten}} menschen gütig sind.","tom thinks that most people are kind.","First 2 letters: me...","426","0.5066666666666666",""
"welchen","tom wusste nicht, welchen bus er nehmen sollte.","tom wusste nicht, {{1::welchen}} bus er nehmen sollte.","tom didn't know which bus to take.","First 2 letters: we...","275","0.477212389380531",""
"tat","in der tat.","in der {{1::tat}}.","in fact.","First 1 letter: t...","600","0.35161716171617163",""
"geändert","tom hat seinen namen geändert und heißt jetzt johannes.","tom hat seinen namen {{1::geändert}} und heißt jetzt johannes.","tom has changed his name to john.","First 2 letters: ge...","179","0.49044168391994475",""
"japan","tom kam als kind nach japan.","tom kam als kind nach {{1::japan}}.","tom came to japan as a child.","First 2 letters: ja...","548","0.4435374149659864",""
"unserem","woher wusste tom von unserem plan?","woher wusste tom von {{1::unserem}} plan?","how did tom know about our plan?","First 2 letters: un...","197","0.46831140350877193",""
"erwarte","ich erwarte, dass tom den test schafft.","ich {{1::erwarte}}, dass tom den test schafft.","i expect tom to pass the test.","First 2 letters: er...","109","0.42984693877551017",""
"rest","tom aß den rest der pizza.","tom aß den {{1::rest}} der pizza.","tom ate the rest of the pizza.","First 1 letter: r...","111","0.4412820512820513",""
"wären","tom und johannes taten so, als wären sie brüder.","tom und johannes taten so, als {{1::wären}} sie brüder.","tom and john pretended they were brothers.","First 2 letters: wä...","215","0.46841491841491845",""
"zweite","tom gibt dir eine zweite chance.","tom gibt dir eine {{1::zweite}} chance.","tom is giving you a second chance.","First 2 letters: zw...","103","0.4679229480737018",""
"alkohol","tom ist noch zu jung, um alkohol zu trinken.","tom ist noch zu jung, um {{1::alkohol}} zu trinken.","tom is still too young to drink.","First 2 letters: al...","120","0.4679790026246719",""
"hälfte","ich gebe tom die hälfte meines anteils ab.","ich gebe tom die {{1::hälfte}} meines anteils ab.","i'll give tom half of my share.","First 2 letters: hä...","98","0.501240694789082",""
"hälfte","ich werde tom die hälfte meines anteils abgeben.","ich werde tom die {{1::hälfte}} meines anteils abgeben.","i'll give tom half of my share.","First 2 letters: hä...","98","0.501240694789082",""
"körper","tom hatte überall am körper blaue flecken.","tom hatte überall am {{1::körper}} blaue flecken.","tom had bruises all over his body.","First 2 letters: kö...","136","0.48708414872798433",""
"wiederzusehen","wie schön, dich wiederzusehen, tom!","wie schön, dich {{1::wiederzusehen}}, tom!","how nice to see you again, tom.","First 3 letters: wie...","101","0.48124999999999996",""
"wiederzusehen","es ist schön, sie wiederzusehen, tom.","es ist schön, sie {{1::wiederzusehen}}, tom.","it's good to see you again, tom.","First 3 letters: wie...","101","0.46791666666666665",""
"geschenkt","hast du gesehen, was tom mir geschenkt hat?","hast du gesehen, was tom mir {{1::geschenkt}} hat?","did you see what tom gave me?","First 3 letters: ges...","110","0.45127877237851666",""
"neuer","wer ist tom? dein neuer freund?","wer ist tom? dein {{1::neuer}} freund?","who's tom? is he your new boyfriend?","First 2 letters: ne...","133","0.46802536231884057",""
"fest","tom schläft tief und fest auf dem sofa.","tom schläft tief und {{1::fest}} auf dem sofa.","tom is sound asleep on the sofa.","First 1 letter: f...","282","0.4422831050228311",""
"sprache","tom zögerte, das thema zur sprache zu bringen.","tom zögerte, das thema zur {{1::sprache}} zu bringen.","tom hesitated to bring up the subject.","First 2 letters: sp...","630","0.4788167938931298",""
"museum","tom spendete dem museum drei bilder.","tom spendete dem {{1::museum}} drei bilder.","tom donated three paintings to the museum.","First 2 letters: mu...","174","0.5015290519877675",""
"minute","tom bedachte sich eine minute lang.","tom bedachte sich eine {{1::minute}} lang.","tom collected his thoughts for a minute.","First 2 letters: mi...","144","0.4680672268907563",""
"neuer","tom gefällt sein neuer wagen.","tom gefällt sein {{1::neuer}} wagen.","tom is pleased with his new car.","First 2 letters: ne...","133","0.48135869565217393",""
