"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"fernseher","tom ist vor dem fernseher eingeschlafen.","tom ist vor dem {{1::fernseher}} eingeschlafen.","tom fell asleep watching tv.","First 3 letters: fer...","213","0.4684027777777778",""
"hügel","tom lief auf den hügel.","tom lief auf den {{1::hügel}}.","tom ran up that hill.","First 2 letters: hü...","100","0.4412468827930174",""
"raum","tom verließ den raum als letzter.","tom verließ den {{1::raum}} als letzter.","tom left the room last.","First 1 letter: r...","297","0.44245098039215686",""
"stuhl","tom fiel vom stuhl.","tom fiel vom {{1::stuhl}}.","tom fell off his chair.","First 2 letters: st...","203","0.4516778523489933",""
"fiel","tom fiel vom rad.","tom {{1::fiel}} vom rad.","tom fell off his bicycle.","First 1 letter: f...","381","0.39416666666666667",""
"diesem","tom ist nicht in diesem flugzeug.","tom ist nicht in {{1::diesem}} flugzeug.","tom isn't on this plane.","First 2 letters: di...","1524","0.46715447154471545",""
"seines","tom ererbte den hof seines großvaters.","tom ererbte den hof {{1::seines}} großvaters.","tom inherited his grandfather's farm.","First 2 letters: se...","313","0.4693262411347518",""
"genauso","ich bin genauso groß wie tom.","ich bin {{1::genauso}} groß wie tom.","i'm as tall as tom.","First 2 letters: ge...","332","0.4696252465483235",""
"genauso","du bist genauso stur wie tom.","du bist {{1::genauso}} stur wie tom.","you're as stubborn as tom.","First 2 letters: ge...","332","0.4696252465483235",""
"wörter","tom spricht berberische wörter aus.","tom spricht berberische {{1::wörter}} aus.","tom is pronouncing berber words.","First 2 letters: wö...","139","0.4813812154696133",""
"wand","tom hat die wand grün gestrichen.","tom hat die {{1::wand}} grün gestrichen.","tom painted the wall green.","First 1 letter: w...","184","0.44157728706624605",""
"zeigt","tom zeigt uns die stadt.","tom {{1::zeigt}} uns die stadt.","tom shows us the city.","First 2 letters: ze...","118","0.44130548302872064",""
"wohne","tom weiß, wo ich wohne.","tom weiß, wo ich {{1::wohne}}.","tom knows where i live.","First 2 letters: wo...","236","0.44188679245283013",""
"brücke","tom jagte die brücke in die luft.","tom jagte die {{1::brücke}} in die luft.","tom blew up the bridge.","First 2 letters: br...","210","0.48743249877270495",""
"brücke","tom hat die brücke in die luft gejagt.","tom hat die {{1::brücke}} in die luft gejagt.","tom blew up the bridge.","First 2 letters: br...","210","0.4767182130584192",""
"bewegen","tom half beim bewegen des klaviers.","tom half beim {{1::bewegen}} des klaviers.","tom helped move the piano.","First 2 letters: be...","104","0.5012594458438286",""
"nehmen","ich hoffe, tom ist hart im nehmen.","ich hoffe, tom ist hart im {{1::nehmen}}.","i hope tom is tough.","First 2 letters: ne...","774","0.43038961038961043",""
"zeigt","ich hoffe, tom zeigt sich verständnisvoll.","ich hoffe, tom {{1::zeigt}} sich verständnisvoll.","i hope tom is sympathetic.","First 2 letters: ze...","118","0.5013054830287207",""
"verantwortlich","ich glaube, tom ist verantwortlich.","ich glaube, tom ist {{1::verantwortlich}}.","i think tom is responsible.","First 3 letters: ver...","111","0.4412820512820512",""
"studenten","tom und ich sind studenten.","tom und ich sind {{1::studenten}}.","tom and i are students.","First 3 letters: stu...","268","0.4421459227467811",""
"gestrichen","tom hat die tür grün gestrichen.","tom hat die tür grün {{1::gestrichen}}.","tom painted the door green.","First 3 letters: ges...","102","0.4345864661654135",""
"nachrichten","tom sieht sich die nachrichten an.","tom sieht sich die {{1::nachrichten}} an.","tom is watching the news.","First 3 letters: nac...","169","0.46817269076305223",""
"zeigen","ich werd's tom zeigen.","ich werd's tom {{1::zeigen}}.","i'll show that to tom.","First 2 letters: ze...","463","0.4631578947368421",""
"woche","tom war letzte woche nicht hier.","tom war letzte {{1::woche}} nicht hier.","tom wasn't there last week.","First 2 letters: wo...","1165","0.5007507507507507",""
"sommer","tom war vergangenen sommer in australien.","tom war vergangenen {{1::sommer}} in australien.","tom visited australia last summer.","First 2 letters: so...","468","0.5151515151515151",""
"flughafen","tom ist am flughafen.","tom ist am {{1::flughafen}}.","tom is at the airport.","First 3 letters: flu...","248","0.45197628458498024",""
"gruppe","tom führt die gruppe an.","tom führt die {{1::gruppe}} an.","tom is the group leader.","First 2 letters: gr...","112","0.48128534704370185",""
"strand","tom ist am strand.","tom ist am {{1::strand}}.","tom is at the beach.","First 2 letters: st...","322","0.4527932960893855",""
"wand","tom hat die wand rosa gestrichen.","tom hat die {{1::wand}} rosa gestrichen.","tom painted the wall pink.","First 1 letter: w...","184","0.44157728706624605",""
"woche","tom ist letzte woche hier hergekommen.","tom ist letzte {{1::woche}} hier hergekommen.","tom came here last week.","First 2 letters: wo...","1165","0.5007507507507507",""
"falls","was, falls tom mich sieht?","was, {{1::falls}} tom mich sieht?","what if tom sees me?","First 2 letters: fa...","118","0.44130548302872064",""
