"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"japaner","ist tatoeba eine von einem japaner ins leben gerufene seite?","ist tatoeba eine von einem {{1::japaner}} ins leben gerufene seite?","was the tatoeba site created by a japanese guy?","First 2 letters: ja...","103","0.5012562814070352",""
"medikament","das ist das medikament, von dem ich dir erzählte.","das ist das {{1::medikament}}, von dem ich dir erzählte.","this is the medicine i was telling you about.","First 3 letters: med...","153","0.46810344827586203",""
"maschine","ich stellte fest, dass die maschine nutzlos war.","ich stellte fest, dass die {{1::maschine}} nutzlos war.","i found that the machine was of no use.","First 2 letters: ma...","129","0.47634408602150535",""
"deines","willst du wirklich den rest deines lebens im gefängnis verbringen?","willst du wirklich den rest {{1::deines}} lebens im gefängnis verbringen?","do you really want to spend the rest of your life in prison?","First 2 letters: de...","112","0.5012853470437018",""
"habt","ich hoffe, ihr habt ein alibi.","ich hoffe, ihr {{1::habt}} ein alibi.","i hope you have an alibi.","First 1 letter: h...","3812","0.4401509206157561",""
"eher","dies ist wohl eher ein tiefpunkt.","dies ist wohl {{1::eher}} ein tiefpunkt.","this is more like an anticlimax.","First 1 letter: e...","294","0.4424154589371981",""
"kostet","was kostet ein apfel?","was {{1::kostet}} ein apfel?","how much does an apple cost?","First 2 letters: ko...","283","0.4522935779816514",""
"kostet","wie viel kostet eine uhr?","wie viel {{1::kostet}} eine uhr?","how much does an hour cost?","First 2 letters: ko...","283","0.4822935779816514",""
"trägst","warum trägst du eine augenklappe?","warum {{1::trägst}} du eine augenklappe?","why are you wearing an eyepatch?","First 2 letters: tr...","106","0.4412658227848101",""
"gelebt","also wo hast du gelebt?","also wo hast du {{1::gelebt}}?","so where did you live?","First 2 letters: ge...","116","0.4412987012987013",""
"aussehen","warum ist das aussehen so wichtig?","warum ist das {{1::aussehen}} so wichtig?","why is appearance so important?","First 2 letters: au...","113","0.5012886597938144",""
"weh","es tut so weh. hör auf!","es tut so {{1::weh}}. hör auf!","it's so painful. stop it!","First 1 letter: w...","313","0.3826595744680851",""
"weh","das tut mir weh, hör auf!","das tut mir {{1::weh}}, hör auf!","it's so painful. stop it!","First 1 letter: w...","313","0.3826595744680851",""
"heutzutage","die leute sind heutzutage so wettbewerbsgeil.","die leute sind {{1::heutzutage}} so wettbewerbsgeil.","people are so competitive nowadays.","First 3 letters: heu...","98","0.501240694789082",""
"verstehst","du verstehst uns so gut.","du {{1::verstehst}} uns so gut.","you understand us so well.","First 3 letters: ver...","167","0.4414970059880239",""
"rechts","das auto zeigte nicht an, dass es rechts abbiegen würde.","das auto zeigte nicht an, dass es {{1::rechts}} abbiegen würde.","that car didn't indicate it was going to turn right.","First 2 letters: re...","121","0.46131578947368423",""
"wer","egal wer.","egal {{1::wer}}.","anybody will do.","First 1 letter: w...","2858","0.38021195421788895",""
"übersetzen","ich werde übersetzen.","ich werde {{1::übersetzen}}.","i will translate.","First 3 letters: übe...","239","0.46857506361323153",""
"heutzutage","computer sind heutzutage eine absolute notwendigkeit.","computer sind {{1::heutzutage}} eine absolute notwendigkeit.","a computer is an absolute necessity now.","First 3 letters: heu...","98","0.4679073614557485",""
"gilt","ein iq von 100 gilt als durchschnittlich.","ein iq von 100 {{1::gilt}} als durchschnittlich.","an iq score of 100 is considered average.","First 1 letter: g...","108","0.4412722646310433",""
"erhalten","die sozialbedürftigen erhalten eine zulage.","die sozialbedürftigen {{1::erhalten}} eine zulage.","the socially needy receive an additional allowance.","First 2 letters: er...","155","0.48144508670520236",""
"mal","ziri war mal so süß.","ziri war {{1::mal}} so süß.","ziri used to be so sweet.","First 1 letter: m...","2961","0.3602030869212023",""
"also","ich will, also kann ich!","ich will, {{1::also}} kann ich!","i want to, so i can!","First 1 letter: a...","229","0.4218382352941177",""
"mund","wieso ist dein mund so groß?","wieso ist dein {{1::mund}} so groß?","why is your mouth so big?","First 1 letter: m...","224","0.4418050541516245",""
"also","es ist spät, also ab ins bett!","es ist spät, {{1::also}} ab ins bett!","it's late, so go to bed.","First 1 letter: a...","229","0.42755252100840335",""
"hart","seid nicht so hart zu euch.","seid nicht so {{1::hart}} zu euch.","don't be so hard on yourselves.","First 1 letter: h...","184","0.44157728706624605",""
"erinnerst","du erinnerst mich so sehr an maria!","du {{1::erinnerst}} mich so sehr an maria!","you remind me so much of mary.","First 3 letters: eri...","98","0.42981212336051045",""
"ertragen","ich kann es nicht ertragen, dass er so sehr leidet.","ich kann es nicht {{1::ertragen}}, dass er so sehr leidet.","i can't stand him suffering so much.","First 2 letters: er...","109","0.48127551020408166",""
"zehn","ich gehe um zehn.","ich gehe um {{1::zehn}}.","i will go at 10.","First 1 letter: z...","715","0.39231481481481484",""
"dauern","das wird dauern.","das wird {{1::dauern}}.","this will take time.","First 2 letters: da...","168","0.4681681681681682",""
"nimmst","nimmst du das?","{{1::nimmst}} du das?","will you take that?","First 2 letters: ni...","105","0.4012626262626262",""
"hoch","die jugendarbeitslosigkeitsrate ist so hoch wie noch nie.","die jugendarbeitslosigkeitsrate ist so {{1::hoch}} wie noch nie.","the youth unemployment rate is at an all-time high.","First 1 letter: h...","347","0.4432467532467532",""
"heutzutage","wir lernen englisch, das ist heutzutage ein wichtiges fach.","wir lernen englisch, das ist {{1::heutzutage}} ein wichtiges fach.","we're studying english, which is an important subject nowadays.","First 3 letters: heu...","98","0.49012958367797077",""
"soldaten","das zivile leben bereitete vielen soldaten nach dem kriege schwierigkeiten.","das zivile leben bereitete vielen {{1::soldaten}} nach dem kriege schwierigkeiten.","many soldiers had a hard time coping with civilian life after the war.","First 2 letters: so...","144","0.5014005602240896",""
"wert","eine geräuschlose tat ist mehr wert als eine imposante rede.","eine geräuschlose tat ist mehr {{1::wert}} als eine imposante rede.","a quiet act is worth more than an impressive speech.","First 1 letter: w...","288","0.44234741784037557",""
"erhalten","ich habe seine einladung erhalten, sie aber nicht angenommen.","ich habe seine einladung {{1::erhalten}}, sie aber nicht angenommen.","i received an invitation from him, but didn't accept it.","First 2 letters: er...","155","0.4903339755940912",""
"sollst","der arzt sagt, du sollst nicht so viel essen.","der arzt sagt, du {{1::sollst}} nicht so viel essen.","the doctor says not to eat so much.","First 2 letters: so...","127","0.4902257872846108",""
"ruhe","immer mit der ruhe, mein lieber.","immer mit der {{1::ruhe}}, mein lieber.","take it easy, man.","First 1 letter: r...","246","0.4419607843137255",""
"ansehen","wirst du dir den film ansehen?","wirst du dir den film {{1::ansehen}}?","will you see the movie?","First 2 letters: an...","128","0.4346738159070599",""
"erledigen","jemand wird den job erledigen.","jemand wird den job {{1::erledigen}}.","someone will do that job.","First 3 letters: erl...","199","0.44165562913907286",""
"wer","rate mal, wer ich bin!","rate mal, {{1::wer}} ich bin!","guess who i am.","First 1 letter: w...","2858","0.360211954217889",""
"esse","ich esse reis.","ich {{1::esse}} reis.","i am eating rice.","First 1 letter: e...","398","0.41152103559870545",""
"esse","was esse ich da?","was {{1::esse}} ich da?","what am i eating?","First 1 letter: e...","398","0.39485436893203885",""
"tue","was tue ich?","was {{1::tue}} ich?","what am i doing?","First 1 letter: t...","269","0.3488218390804597",""
"kaufe","pass, während ich fahrkarten kaufe, auf meinen koffer auf!","pass, während ich fahrkarten {{1::kaufe}}, auf meinen koffer auf!","keep an eye on my suitcase while i buy the tickets.","First 2 letters: ka...","145","0.4902933832709113",""
"reicht","manchmal reicht ein wort.","manchmal {{1::reicht}} ein wort.","sometimes a word will do.","First 2 letters: re...","119","0.4513089005235602",""
"worden","ich werde geliebt worden sein.","ich werde geliebt {{1::worden}} sein.","i will have been loved.","First 2 letters: wo...","803","0.4816447368421053",""
"funktioniert","ich wette, dies funktioniert.","ich wette, dies {{1::funktioniert}}.","i bet this will work.","First 3 letters: fun...","261","0.45208333333333334",""
