"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"voller","tom harrte voller erwartung aus.","tom harrte {{1::voller}} erwartung aus.","tom waited expectantly.","First 2 letters: vo...","300","0.48248756218905475",""
"wartete","tom wartete ungeduldig.","tom {{1::wartete}} ungeduldig.","tom waited impatiently.","First 2 letters: wa...","184","0.4682439537329127",""
"voller","tom wartete voller nervosität.","tom wartete {{1::voller}} nervosität.","tom waited nervously.","First 2 letters: vo...","300","0.5024875621890548",""
"rechts","tom bog rechts ab.","tom bog {{1::rechts}} ab.","tom turned right.","First 2 letters: re...","121","0.5013157894736842",""
"sofort","tom verstand sofort.","tom verstand {{1::sofort}}.","tom understood immediately.","First 2 letters: so...","668","0.4696252465483235",""
"ruhig","tom wartete ruhig.","tom wartete {{1::ruhig}}.","tom waited calmly.","First 2 letters: ru...","282","0.46894977168949775",""
"verstand","tom verstand auf anhieb.","tom {{1::verstand}} auf anhieb.","tom understood immediately.","First 2 letters: ve...","143","0.45139664804469276",""
"versuchte","tom versuchte es erneut.","tom {{1::versuchte}} es erneut.","tom tried again.","First 3 letters: ver...","501","0.7000000000000001",""
"gesagt","tom hat es mir gesagt.","tom hat es mir {{1::gesagt}}.","tom told me.","First 2 letters: ge...","3330","0.4401766160367361",""
"plötzlich","tom hielt plötzlich inne.","tom hielt {{1::plötzlich}} inne.","tom stopped suddenly.","First 3 letters: plö...","347","0.5032467532467533",""
"plötzlich","tom hielt plötzlich an.","tom hielt {{1::plötzlich}} an.","tom stopped suddenly.","First 3 letters: plö...","347","0.5032467532467533",""
"hörte","tom hörte auf zu tanzen.","tom {{1::hörte}} auf zu tanzen.","tom stopped dancing.","First 2 letters: hö...","621","0.4440983606557377",""
"allem","tom hörte mit allem auf.","tom hörte mit {{1::allem}} auf.","tom stopped everything.","First 2 letters: al...","245","0.481953125",""
"schrieb","tom schrieb geschichten.","tom {{1::schrieb}} geschichten.","tom wrote stories.","First 2 letters: sc...","266","0.4687943262411347",""
"entschlossen","tom scheint entschlossen.","tom scheint {{1::entschlossen}}.","tom seems determined.","First 3 letters: ent...","102","0.4679197994987469",""
"wollte","tom wollte das haben.","tom {{1::wollte}} das haben.","tom wanted that.","First 2 letters: wo...","2480","0.4502523977788996",""
"haben","tom will das haben.","tom will das {{1::haben}}.","tom wants that.","First 2 letters: ha...","13051","0.4500398342893563",""
"gerettet","tom hat alle gerettet.","tom hat alle {{1::gerettet}}.","tom saved everybody.","First 2 letters: ge...","141","0.4513888888888889",""
"gerettet","tom hat mich gerettet.","tom hat mich {{1::gerettet}}.","tom rescued me.","First 2 letters: ge...","141","0.4513888888888889",""
"gefallen","tom hatte gefallen an pferden.","tom hatte {{1::gefallen}} an pferden.","tom liked horses.","First 2 letters: ge...","979","0.4810416666666667",""
"mochte","tom mochte pferde.","tom {{1::mochte}} pferde.","tom liked horses.","First 2 letters: mo...","159","0.46812865497076017",""
"schnee","tom mag schnee.","tom mag {{1::schnee}}.","tom likes snow.","First 2 letters: sc...","312","0.4693121693121693",""
"herz","tom hat ein herz für kinder.","tom hat ein {{1::herz}} für kinder.","tom loves children.","First 1 letter: h...","268","0.4421459227467811",""
"bezahlt","tom hat mich bezahlt.","tom hat mich {{1::bezahlt}}.","tom paid me.","First 2 letters: be...","384","0.45427350427350427",""
"meint","was meint tom?","was {{1::meint}} tom?","what's tom mean?","First 2 letters: me...","142","0.4680594243268338",""
"sofort","tom hat sofort reagiert.","tom hat {{1::sofort}} reagiert.","tom reacted immediately.","First 2 letters: so...","668","0.5029585798816568",""
"sofort","tom reagierte sofort.","tom reagierte {{1::sofort}}.","tom reacted instantly.","First 2 letters: so...","668","0.4696252465483235",""
"wieder","tom erlangte wieder das bewusstsein.","tom erlangte {{1::wieder}} das bewusstsein.","tom regained consciousness.","First 2 letters: wi...","2474","0.480253164556962",""
"stehen","tom blieb stehen.","tom blieb {{1::stehen}}.","tom remained standing.","First 2 letters: st...","458","0.4782945736434109",""
"erinnert","tom erinnert sich an dich.","tom {{1::erinnert}} sich an dich.","tom remembers you.","First 2 letters: er...","173","0.44152439024390244",""
"heute","tom ist heute zurückgetreten.","tom ist {{1::heute}} zurückgetreten.","tom resigned today.","First 2 letters: he...","4539","0.5001237623762376",""
"lesen","tom fuhr mit dem lesen fort.","tom fuhr mit dem {{1::lesen}} fort.","tom resumed reading.","First 2 letters: le...","899","0.46791666666666665",""
"gesagt","das hat tom gesagt.","das hat tom {{1::gesagt}}.","tom said that.","First 2 letters: ge...","3330","0.45017661603673614",""
"setzte","tom setzte sich.","tom {{1::setzte}} sich.","tom sat down.","First 2 letters: se...","302","0.469179229480737",""
"sah","tom sah ihn.","tom {{1::sah}} ihn.","tom saw him.","First 1 letter: s...","1474","0.34717948717948716",""
"sah","tom sah es.","tom {{1::sah}} es.","tom saw it.","First 1 letter: s...","1474","0.34717948717948716",""
"mich","tom sah mich.","tom sah {{1::mich}}.","tom saw me.","First 1 letter: m...","13178","0.4067061019533612",""
"nichts","tom sah nichts.","tom sah {{1::nichts}}.","tom saw nothing.","First 2 letters: ni...","4007","0.4668091980235652",""
"jemanden","tom sah jemanden.","tom sah {{1::jemanden}}.","tom saw someone.","First 2 letters: je...","576","0.47316017316017317",""
"dich","tom sah dich.","tom sah {{1::dich}}.","tom saw you.","First 1 letter: d...","7772","0.40673541408863834",""
"lässt","tom lässt dich grüßen.","tom {{1::lässt}} dich grüßen.","tom says hello.","First 2 letters: lä...","386","0.4543478260869565",""
"traurig","tom schien traurig zu sein.","tom schien {{1::traurig}} zu sein.","tom seemed sad.","First 2 letters: tr...","257","0.4820491803278688",""
"lernen","hilf tom beim lernen.","hilf tom beim {{1::lernen}}.","help tom study.","First 2 letters: le...","1378","0.45056882821387945",""
"lernen","helfen sie tom beim lernen!","helfen sie tom beim {{1::lernen}}!","help tom study.","First 2 letters: le...","1378","0.44056882821387944",""
"haben","sie werden tom haben wollen.","sie werden tom {{1::haben}} wollen.","they'll want tom.","First 2 letters: ha...","13051","0.48003983428935626",""
"nehme","ich nehme tom.","ich {{1::nehme}} tom.","i'll take tom.","First 2 letters: ne...","301","0.4691666666666666",""
"umgebracht","du hast tom umgebracht.","du hast tom {{1::umgebracht}}.","you killed tom.","First 3 letters: umg...","174","0.4515290519877676",""
"abgenommen","tom hat 30 kg abgenommen.","tom hat 30 kg {{1::abgenommen}}.","tom lost 70 lbs.","First 3 letters: abg...","109","0.45127551020408163",""
"lachte","tom lachte herzlich.","tom {{1::lachte}} herzlich.","tom laughed heartily.","First 2 letters: la...","142","0.4680594243268338",""
"hört","tom hört nie zu.","tom {{1::hört}} nie zu.","tom never listens.","First 1 letter: h...","416","0.39588235294117646",""
"nacht","gute nacht, tom!","gute {{1::nacht}}, tom!","good night, tom.","First 2 letters: na...","1077","0.4675317185697808",""
"beschäftigt","es scheint, dass tom beschäftigt ist.","es scheint, dass tom {{1::beschäftigt}} ist.","tom seems busy.","First 3 letters: bes...","842","0.46812439261418853",""
"anscheinend","tom ist anscheinend beschäftigt.","tom ist {{1::anscheinend}} beschäftigt.","tom seems busy.","First 3 letters: ans...","153","0.5014367816091954",""
"beschäftigt","tom scheint beschäftigt zu sein.","tom scheint {{1::beschäftigt}} zu sein.","tom seems busy.","First 3 letters: bes...","842","0.4814577259475219",""
"keinen","tom hat keinen spaß gemacht.","tom hat {{1::keinen}} spaß gemacht.","tom wasn't joking.","First 2 letters: ke...","1872","0.4803641660597232",""
"für","das ist für tom.","das ist {{1::für}} tom.","it's for tom.","First 1 letter: f...","9010","0.3800587475032311",""
"niemals","vertraue tom niemals.","vertraue tom {{1::niemals}}.","never trust tom.","First 2 letters: ni...","446","0.47575757575757577",""
"würdest","du würdest dich an tom erinnern.","du {{1::würdest}} dich an tom erinnern.","you'd remember tom.","First 2 letters: wü...","617","0.43757062146892656",""
"geheiratet","tom hat geheiratet.","tom hat {{1::geheiratet}}.","tom got married.","First 3 letters: geh...","309","0.46927083333333336",""
"trägt","tom trägt eine brille.","tom {{1::trägt}} eine brille.","tom wears glasses.","First 2 letters: tr...","491","0.5",""
"verraten","tom hat mich verraten.","tom hat mich {{1::verraten}}.","tom betrayed me.","First 2 letters: ve...","146","0.45140845070422536",""
"vorbei","schick tom vorbei.","schick tom {{1::vorbei}}.","send tom over.","First 2 letters: vo...","409","0.47210144927536235",""
"nacht","tom hat gute nacht gesagt.","tom hat gute {{1::nacht}} gesagt.","tom said goodnight.","First 2 letters: na...","1077","0.48086505190311424",""
"nacht","tom sagte gute nacht.","tom sagte gute {{1::nacht}}.","tom said goodnight.","First 2 letters: na...","1077","0.4508650519031142",""
"gemacht","gut gemacht, tom!","gut {{1::gemacht}}, tom!","well done, tom.","First 2 letters: ge...","2145","0.4669704333738356",""
"alles","tom hat alles gesehen.","tom hat {{1::alles}} gesehen.","tom saw everything.","First 2 letters: al...","3447","0.5001696065128901",""
"warum","sag tom, warum.","sag tom, {{1::warum}}.","tell tom why.","First 2 letters: wa...","5821","0.46676061630965804",""
"schuhe","tom verkauft schuhe.","tom verkauft {{1::schuhe}}.","tom sells shoes.","First 2 letters: sc...","554","0.47575757575757577",""
"selbst","tom hat sich selbst verbessert.","tom hat sich {{1::selbst}} verbessert.","tom corrected himself.","First 2 letters: se...","1360","0.4805807200929152",""
"kannte","jeder kannte tom.","jeder {{1::kannte}} tom.","everyone knew tom.","First 2 letters: ka...","179","0.46821946169772255",""
