"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"schließen","tom ging, ohne die tür zu schließen.","tom ging, ohne die tür zu {{1::schließen}}.","tom left without shutting the door.","First 3 letters: sch...","220","0.4303507880020335",""
"universität","tom hat an der universität philosophie studiert.","tom hat an der {{1::universität}} philosophie studiert.","tom studied philosophy at the university.","First 3 letters: uni...","175","0.48724802804557404",""
"fotos","tom sah sich alte fotos an.","tom sah sich alte {{1::fotos}} an.","tom looked at the old photographs.","First 2 letters: fo...","149","0.4680871212121212",""
"irgendwann","tom starb irgendwann in der nacht.","tom starb {{1::irgendwann}} in der nacht.","tom died sometime during the night.","First 3 letters: irg...","109","0.46794217687074824",""
"irgendwann","tom ist irgendwann in der nacht gestorben.","tom ist {{1::irgendwann}} in der nacht gestorben.","tom died sometime during the night.","First 3 letters: irg...","109","0.45841836734693875",""
"beiden","tom verglich die beiden gegenstände sorgfältig.","tom verglich die {{1::beiden}} gegenstände sorgfältig.","tom compared the two objects carefully.","First 2 letters: be...","546","0.5106382978723405",""
"schreibtisch","tom ging zum schreibtisch hinüber.","tom ging zum {{1::schreibtisch}} hinüber.","tom walked over to the desk.","First 3 letters: sch...","276","0.4822222222222222",""
"rücken","tom liegt auf dem rücken.","tom liegt auf dem {{1::rücken}}.","tom is lying on his back.","First 2 letters: rü...","203","0.44167785234899326",""
"schaffen","tom wird es schaffen.","tom wird es {{1::schaffen}}.","tom is going to make it.","First 2 letters: sc...","257","0.45204918032786884",""
"denen","warum versteckt sich tom vor denen?","warum versteckt sich tom vor {{1::denen}}?","why is tom hiding from them?","First 2 letters: de...","238","0.43523447401774396",""
"zucker","tom vermischt mehl mit zucker.","tom vermischt mehl mit {{1::zucker}}.","tom is mixing flour with sugar.","First 2 letters: zu...","235","0.4418796992481203",""
"gewöhnt","tom ist daran gewöhnt, im freien zu arbeiten.","tom ist daran {{1::gewöhnt}}, im freien zu arbeiten.","tom is accustomed to working outside.","First 2 letters: ge...","127","0.4763368983957219",""
"kennengelernt","wie habt du und tom euch kennengelernt?","wie habt du und tom euch {{1::kennengelernt}}?","how did you and tom meet?","First 3 letters: ken...","273","0.4307644110275689",""
"kennengelernt","wie haben sie und tom sich kennengelernt?","wie haben sie und tom sich {{1::kennengelernt}}?","how did you and tom meet?","First 3 letters: ken...","273","0.4307644110275689",""
"weihnachten","tom freut sich auf weihnachten.","tom freut sich auf {{1::weihnachten}}.","tom is looking forward to christmas.","First 3 letters: wei...","251","0.44199999999999995",""
"meinst","meinst du, tom ist tot?","{{1::meinst}} du, tom ist tot?","do you think tom is dead?","First 2 letters: me...","158","0.4014577259475218",""
"wisst","wisst ihr, wo tom ist?","{{1::wisst}} ihr, wo tom ist?","do you know where tom is?","First 2 letters: wi...","231","0.4018518518518518",""
"eurer","tom rechnet mit eurer hilfe.","tom rechnet mit {{1::eurer}} hilfe.","tom is counting on your help.","First 2 letters: eu...","181","0.4815625",""
"darf","tom darf das.","tom {{1::darf}} das.","tom is allowed to do that.","First 1 letter: d...","831","0.4081726907630522",""
"satz","tom beginnt jeden satz mit „und“.","tom beginnt jeden {{1::satz}} mit „und“.","tom starts every sentence with ""and"".","First 1 letter: s...","517","0.4677777777777778",""
