"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"kauft","tom kauft.","tom {{1::kauft}}.","tom is buying.","First 2 letters: ka...","128","0.5013404825737265",""
"sitzt","sitzt tom?","{{1::sitzt}} tom?","is tom sitting?","First 2 letters: si...","295","0.40242718446601944",""
"langweilig","ist tom langweilig?","ist tom {{1::langweilig}}?","is tom bored?","First 3 letters: lan...","229","0.4685049019607843",""
"gegangen","ist tom gegangen?","ist tom {{1::gegangen}}?","did tom go?","First 2 letters: ge...","1092","0.4675098369870714",""
"mit","geh mit tom.","geh {{1::mit}} tom.","go with tom.","First 1 letter: m...","14604","0.34670211508921184",""
"gehen","lass tom gehen!","lass tom {{1::gehen}}!","let tom go.","First 2 letters: ge...","4184","0.46680235187697877",""
"gehen","lassen sie tom gehen!","lassen sie tom {{1::gehen}}!","let tom go.","First 2 letters: ge...","4184","0.4501356852103121",""
"lassen","lassen sie tom los!","{{1::lassen}} sie tom los!","let tom go.","First 2 letters: la...","1986","0.4003362474781439",""
"weg","geh weg, tom!","geh {{1::weg}}, tom!","go away, tom.","First 1 letter: w...","1529","0.34715210355987053",""
"hilf","geh und hilf tom.","geh und {{1::hilf}} tom.","go help tom.","First 1 letter: h...","115","0.4412953367875648",""
"helfen","geh tom helfen.","geh tom {{1::helfen}}.","go help tom.","First 2 letters: he...","2635","0.4669007490636704",""
"helfen","gehen sie tom helfen.","gehen sie tom {{1::helfen}}.","go help tom.","First 2 letters: he...","2635","0.45023408239700374",""
"meinen","tom hat sich meinen geliehen.","tom hat sich {{1::meinen}} geliehen.","tom borrowed mine.","First 2 letters: me...","1899","0.4803571428571428",""
"meinen","tom hat sich meinen ausgeborgt.","tom hat sich {{1::meinen}} ausgeborgt.","tom borrowed mine.","First 2 letters: me...","1899","0.4803571428571428",""
"computer","tom verkauft computer.","tom verkauft {{1::computer}}.","tom sells computers.","First 2 letters: co...","333","0.46964285714285714",""
"verlor","tom verlor das bewusstsein.","tom {{1::verlor}} das bewusstsein.","tom blacked out.","First 2 letters: ve...","204","0.4516835016835017",""
"essen","tom ging essen.","tom ging {{1::essen}}.","tom ate out.","First 2 letters: es...","2262","0.46695027415390433",""
"wollte","tom wollte raus.","tom {{1::wollte}} raus.","tom wanted out.","First 2 letters: wo...","2480","0.4669190644455662",""
"raus","tom ging raus.","tom ging {{1::raus}}.","tom walked out.","First 1 letter: r...","279","0.40891891891891896",""
"heraus","tom schlurfte heraus.","tom schlurfte {{1::heraus}}.","tom shuffled out.","First 2 letters: he...","251","0.4686666666666667",""
"hinaus","tom stolperte hinaus.","tom stolperte {{1::hinaus}}.","tom staggered out.","First 2 letters: hi...","125","0.4679964539007092",""
"ging","tom ging aus.","tom {{1::ging}} aus.","tom went out.","First 1 letter: g...","1698","0.4070836808451487",""
"gerne","tom trinkt gerne cognac.","tom trinkt {{1::gerne}} cognac.","tom likes cognac.","First 2 letters: ge...","2681","0.5002291475710358",""
"hause","bring tom nach hause!","bring tom nach {{1::hause}}!","take tom home.","First 2 letters: ha...","2575","0.45024084778420037",""
"kochen","tom kann kochen.","tom kann {{1::kochen}}.","tom can cook.","First 2 letters: ko...","314","0.46934046345811054",""
"blieb","tom blieb zu hause.","tom {{1::blieb}} zu hause.","tom stayed home.","First 2 letters: bl...","306","0.45256410256410257",""
"erzählt","wer hat es tom erzählt?","wer hat es tom {{1::erzählt}}?","who told tom?","First 2 letters: er...","508","0.4955555555555555",""
"gefunden","wer hat tom gefunden?","wer hat tom {{1::gefunden}}?","who found tom?","First 2 letters: ge...","940","0.4511337868480726",""
"umgebracht","wer hat tom umgebracht?","wer hat tom {{1::umgebracht}}?","who killed tom?","First 3 letters: umg...","174","0.4515290519877676",""
"lief","tom lief heim.","tom {{1::lief}} heim.","tom walked home.","First 1 letter: l...","271","0.40884057971014487",""
"geküsst","wer hat tom geküsst?","wer hat tom {{1::geküsst}}?","who kissed tom?","First 2 letters: ge...","213","0.4517361111111111",""
"laufen","tom sollte laufen.","tom sollte {{1::laufen}}.","tom should run.","First 2 letters: la...","297","0.46911764705882353",""
"messer","wer hat tom mit dem messer gestochen?","wer hat tom mit dem {{1::messer}} gestochen?","who stabbed tom?","First 2 letters: me...","252","0.4591508892713712",""
"gebracht","wer hat tom gebracht?","wer hat tom {{1::gebracht}}?","who brought tom?","First 2 letters: ge...","271","0.45217391304347826",""
"hinter","du bist hinter tom her.","du bist {{1::hinter}} tom her.","you're after tom.","First 2 letters: hi...","578","0.48632911392405065",""
"hallo","hallo, ich bin tom.","{{1::hallo}}, ich bin tom.","hi, i'm tom.","First 2 letters: ha...","182","0.40156739811912223",""
"dir","nach dir, tom.","nach {{1::dir}}, tom.","after you, tom.","First 1 letter: d...","7546","0.3467376188448985",""
"mag","wer mag tom?","wer {{1::mag}} tom?","who likes tom?","First 1 letter: m...","2511","0.3469151756129887",""
"gerne","tom isst gerne tortellini.","tom isst {{1::gerne}} tortellini.","tom likes tortellini.","First 2 letters: ge...","2681","0.5002291475710358",""
"isst","tom isst gern.","tom {{1::isst}} gern.","tom likes food.","First 1 letter: i...","651","0.4099561403508772",""
"dich","beeil dich, tom!","beeil {{1::dich}}, tom!","hurry up, tom.","First 1 letter: d...","7772","0.40673541408863834",""
"auf","steh auf, tom!","steh {{1::auf}}, tom!","tom, wake up.","First 1 letter: a...","14961","0.3467012400313465",""
"einfach","folge einfach tom.","folge {{1::einfach}} tom.","just follow tom.","First 2 letters: ei...","1828","0.4670428893905192",""
"einfach","geht einfach tom nach.","geht {{1::einfach}} tom nach.","just follow tom.","First 2 letters: ei...","1828","0.4503762227238525",""
"einfach","machen sie einfach tom nach.","machen sie {{1::einfach}} tom nach.","just follow tom.","First 2 letters: ei...","1828","0.4803762227238525",""
"geheiratet","tom hat jung geheiratet.","tom hat jung {{1::geheiratet}}.","tom married young.","First 3 letters: geh...","309","0.4526041666666667",""
"lachte","tom lachte eben.","tom {{1::lachte}} eben.","tom just laughed.","First 2 letters: la...","142","0.4680594243268338",""
"schau","schau dir tom an.","{{1::schau}} dir tom an.","look at tom.","First 2 letters: sc...","271","0.40217391304347827",""
"gab","tom gab auf.","tom {{1::gab}} auf.","tom gave up.","First 1 letter: g...","1210","0.3473699015471167",""
"hunde","tom dressiert hunde.","tom dressiert {{1::hunde}}.","tom trains dogs.","First 2 letters: hu...","318","0.46939890710382515",""
"vermissen","wir werden tom vermissen.","wir werden tom {{1::vermissen}}.","we'll miss tom.","First 3 letters: ver...","136","0.45136986301369864",""
"fotos","tom hat fotos gemacht.","tom hat {{1::fotos}} gemacht.","tom took photos.","First 2 letters: fo...","149","0.5014204545454546",""
"gewartet","tom hat bloß gewartet.","tom hat bloß {{1::gewartet}}.","tom just waited.","First 2 letters: ge...","219","0.45177304964539006",""
"jung","tom sah jung aus.","tom sah {{1::jung}} aus.","tom looked young.","First 1 letter: j...","451","0.45",""
"hörte","tom hörte nur zu.","tom {{1::hörte}} nur zu.","tom just listened.","First 2 letters: hö...","621","0.4540983606557377",""
"vermissen","du wirst tom vermissen.","du wirst tom {{1::vermissen}}.","you'll miss tom.","First 3 letters: ver...","136","0.45136986301369864",""
"vermissen","ich werde tom vermissen.","ich werde tom {{1::vermissen}}.","i'll miss tom.","First 3 letters: ver...","136","0.45136986301369864",""
"angerufen","tom hat eben angerufen.","tom hat eben {{1::angerufen}}.","tom just called.","First 3 letters: ang...","346","0.4532258064516129",""
"leid","es tut mir leid, tom.","es tut mir {{1::leid}}, tom.","i'm sorry, tom.","First 1 letter: l...","604","0.4247619047619048",""
"nimmt","tom nimmt vitamine.","tom {{1::nimmt}} vitamine.","tom takes vitamins.","First 2 letters: ni...","246","0.46862745098039216",""
"setzte","tom setzte sich auf.","tom {{1::setzte}} sich auf.","tom sat up.","First 2 letters: se...","302","0.4525125628140704",""
"öffnete","tom öffnete.","tom {{1::öffnete}}.","tom opened up.","First 2 letters: öf...","240","0.5019157088122606",""
"glück","tom hatte kein glück.","tom hatte kein {{1::glück}}.","tom wasn't lucky.","First 2 letters: gl...","513","0.4857142857142857",""
"einmal","tom ist auf einmal verschwunden.","tom ist auf {{1::einmal}} verschwunden.","tom just disappeared.","First 2 letters: ei...","2493","0.4802507522567703",""
"hunde","tom hasst hunde.","tom hasst {{1::hunde}}.","tom hates dogs.","First 2 letters: hu...","318","0.46939890710382515",""
"hunde","tom mag hunde.","tom mag {{1::hunde}}.","tom likes dogs.","First 2 letters: hu...","318","0.46939890710382515",""
"fehlen","tom wird uns fehlen.","tom wird uns {{1::fehlen}}.","we'll miss tom.","First 2 letters: fe...","149","0.45142045454545454",""
"glück","tom scheint glück zu haben.","tom scheint {{1::glück}} zu haben.","tom seems lucky.","First 2 letters: gl...","513","0.5157142857142857",""
"frankreich","tom hat frankreich verlassen.","tom hat {{1::frankreich}} verlassen.","tom left france.","First 3 letters: fra...","221","0.5017857142857143",""
"kommt","woher kommt tom?","woher {{1::kommt}} tom?","where's tom from?","First 2 letters: ko...","2109","0.4669772256728778",""
"angerufen","hat tom angerufen?","hat tom {{1::angerufen}}?","did tom call?","First 3 letters: ang...","346","0.4698924731182796",""
"wollen","wir wollen tom.","wir {{1::wollen}} tom.","we want tom.","First 2 letters: wo...","1876","0.4670297748729121",""
"finden","sie werden tom finden.","sie werden tom {{1::finden}}.","they'll find tom.","First 2 letters: fi...","997","0.45100401606425705",""
"arbeitete","tom arbeitete dort.","tom {{1::arbeitete}} dort.","tom worked there.","First 3 letters: arb...","135","0.46803278688524586",""
"gearbeitet","tom hat dort gearbeitet.","tom hat dort {{1::gearbeitet}}.","tom worked there.","First 3 letters: gea...","286","0.45232558139534884",""
"frühstück","tom bereitete das frühstück zu.","tom bereitete das {{1::frühstück}} zu.","tom made breakfast.","First 3 letters: frü...","320","0.48276243093922655",""
"verließ","tom verließ die stadt.","tom {{1::verließ}} die stadt.","tom left town.","First 2 letters: ve...","174","0.4515290519877676",""
"sprach","tom sprach französisch.","tom {{1::sprach}} französisch.","tom spoke french.","First 2 letters: sp...","344","0.46985138004246285",""
"unterrichtet","tom unterrichtet französisch.","tom {{1::unterrichtet}} französisch.","tom teaches french.","First 3 letters: unt...","137","0.46804029304029304",""
"hunger","tom, ich habe hunger.","tom, ich habe {{1::hunger}}.","tom, i'm hungry.","First 2 letters: hu...","367","0.4537313432835821",""
"lebte","tom lebte dort.","tom {{1::lebte}} dort.","tom lived there.","First 2 letters: le...","161","0.4681372549019608",""
"brauchen","wir brauchen tom.","wir {{1::brauchen}} tom.","we need tom.","First 2 letters: br...","1021","0.46762452107279695",""
"hungrig","tom scheint hungrig zu sein.","tom scheint {{1::hungrig}} zu sein.","tom seems hungry.","First 2 letters: hu...","240","0.48191570881226053",""
"hoffnung","tom hat die hoffnung aufgegeben.","tom hat die {{1::hoffnung}} aufgegeben.","tom abandoned hope.","First 2 letters: ho...","221","0.48178571428571426",""
"gerne","tom isst gerne fisch.","tom isst {{1::gerne}} fisch.","tom likes fish.","First 2 letters: ge...","2681","0.5002291475710358",""
"geduld","tom hat die geduld verloren.","tom hat die {{1::geduld}} verloren.","tom lost patience.","First 2 letters: ge...","166","0.4814925373134329",""
"gefunden","wir haben tom gefunden.","wir haben tom {{1::gefunden}}.","we found tom.","First 2 letters: ge...","940","0.4511337868480726",""
"wieder","tom hat wieder gewonnen.","tom hat {{1::wieder}} gewonnen.","tom won again.","First 2 letters: wi...","2474","0.500253164556962",""
"lehnte","tom lehnte sich zurück.","tom {{1::lehnte}} sich zurück.","tom leaned back.","First 2 letters: le...","106","0.45126582278481014",""
"zurück","willkommen zurück, tom!","willkommen {{1::zurück}}, tom!","welcome back, tom.","First 2 letters: zu...","1400","0.46722160562338144",""
"mögen","du wirst tom mögen.","du wirst tom {{1::mögen}}.","you'll like tom.","First 2 letters: mö...","585","0.4558139534883721",""
"zog","tom zog um.","tom {{1::zog}} um.","tom moved house.","First 1 letter: z...","397","0.35147435897435897",""
