"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"lügen","tom hasste das lügen.","tom hasste das {{1::lügen}}.","tom hated lying.","First 2 letters: lü...","202","0.4516722408026756",""
"alleine","tom handelte alleine.","tom handelte {{1::alleine}}.","tom acted alone.","First 2 letters: al...","393","0.4712962962962963",""
"glaubte","tom glaubte mir.","tom {{1::glaubte}} mir.","tom believed me.","First 2 letters: gl...","171","0.46818181818181814",""
"glaubt","tom glaubt mir.","tom {{1::glaubt}} mir.","tom believes me.","First 2 letters: gl...","674","0.46952380952380945",""
"zuerst","tom ging zuerst.","tom ging {{1::zuerst}}.","tom went first.","First 2 letters: zu...","281","0.46893939393939393",""
"vorbei","tom ging vorbei.","tom ging {{1::vorbei}}.","tom walked past.","First 2 letters: vo...","409","0.47210144927536235",""
"alleine","tom ging alleine.","tom ging {{1::alleine}}.","tom went alone.","First 2 letters: al...","393","0.4712962962962963",""
"selten","tom gewinnt selten.","tom gewinnt {{1::selten}}.","tom seldom wins.","First 2 letters: se...","323","0.4694756554307116",""
"gewinnt","tom gewinnt oft.","tom {{1::gewinnt}} oft.","tom often wins.","First 2 letters: ge...","99","0.46791044776119406",""
"fuhr","tom fuhr weg.","tom {{1::fuhr}} weg.","tom drove away.","First 1 letter: f...","356","0.4101149425287356",""
"leicht","tom erschreckt sich leicht.","tom erschreckt sich {{1::leicht}}.","tom scares easy.","First 2 letters: le...","705","0.4524271844660194",""
"bekam","tom bekam nichts.","tom {{1::bekam}} nichts.","tom got nothing.","First 2 letters: be...","261","0.46875",""
"vertrauen","sie vertrauen tom.","sie {{1::vertrauen}} tom.","they trust tom.","First 3 letters: ver...","345","0.46987179487179487",""
"gehört","sie haben tom gehört.","sie haben tom {{1::gehört}}.","they heard tom.","First 2 letters: ge...","1574","0.45046511627906977",""
"rein","nimm tom rein.","nimm tom {{1::rein}}.","take tom inside.","First 1 letter: r...","160","0.4081329423264907",""
"treffen","lass uns tom treffen.","lass uns tom {{1::treffen}}.","let's meet tom.","First 2 letters: tr...","767","0.45186567164179103",""
"folgen","ich werde tom folgen.","ich werde tom {{1::folgen}}.","i'll follow tom.","First 2 letters: fo...","208","0.45170648464163826",""
"schreibe","ich schreibe tom.","ich {{1::schreibe}} tom.","i'm texting tom.","First 2 letters: sc...","189","0.46826923076923077",""
"rufe","ich rufe tom an.","ich {{1::rufe}} tom an.","i'm calling tom.","First 1 letter: r...","194","0.391628664495114",""
"helfe","ich helfe tom.","ich {{1::helfe}} tom.","i'm helping tom.","First 2 letters: he...","130","0.46801437556154535",""
"hassen","frauen hassen tom.","frauen {{1::hassen}} tom.","women hate tom.","First 2 letters: ha...","155","0.46811175337186894",""
"wirklich","es ist wirklich tom.","es ist {{1::wirklich}} tom.","it's really tom.","First 2 letters: wi...","3270","0.5001804402742692",""
"bitte","bitte sag es tom.","{{1::bitte}} sag es tom.","please tell tom.","First 2 letters: bi...","4375","0.40012899896800824",""
"schien","tom schien es gut zu gehen.","tom {{1::schien}} es gut zu gehen.","tom seemed fine.","First 2 letters: sc...","485","0.46458333333333335",""
"wohnt","tom wohnt hier.","tom {{1::wohnt}} hier.","tom lives here.","First 2 letters: wo...","730","0.4688311688311688",""
"gewesen","wo ist tom gewesen?","wo ist tom {{1::gewesen}}?","where's tom been?","First 2 letters: ge...","945","0.45112107623318387",""
"fangen","wir werden tom fangen.","wir werden tom {{1::fangen}}.","we'll catch tom.","First 2 letters: fa...","180","0.4515576323987539",""
"heute","wie geht es tom heute abend?","wie geht es tom {{1::heute}} abend?","how's tom tonight?","First 2 letters: he...","4539","0.4667904290429043",""
"sagen","was wird tom sagen?","was wird tom {{1::sagen}}?","what'll tom say?","First 2 letters: sa...","3586","0.45016196954972465",""
