"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"beschloss","tom beschloss, sich zu ergeben.","tom {{1::beschloss}}, sich zu ergeben.","tom decided to surrender.","First 3 letters: bes...","139","0.4413812154696133",""
"soweit","tom meint, er sei soweit.","tom meint, er sei {{1::soweit}}.","tom thinks he's ready.","First 2 letters: so...","174","0.4415290519877676",""
"zeigte","tom zeigte uns, wie.","tom {{1::zeigte}} uns, wie.","tom showed us how.","First 2 letters: ze...","219","0.45177304964539006",""
"vergessen","nicht tom vergessen!","nicht tom {{1::vergessen}}!","don't forget about tom.","First 3 letters: ver...","1164","0.4674185463659148",""
"schöne","tom hat eine schöne handschrift.","tom hat eine {{1::schöne}} handschrift.","tom has beautiful handwriting.","First 2 letters: sc...","429","0.4869444444444444",""
"abgenommen","tom hat 14 kg abgenommen.","tom hat 14 kg {{1::abgenommen}}.","tom has lost 30 pounds.","First 3 letters: abg...","109","0.45127551020408163",""
"fahren","tom war ski fahren.","tom war ski {{1::fahren}}.","tom has been skiing.","First 2 letters: fa...","1131","0.45079113924050634",""
"teller","tom zerbrach drei teller.","tom zerbrach drei {{1::teller}}.","tom broke three dishes.","First 2 letters: te...","120","0.45131233595800524",""
"schlimmer","du bist schlimmer als tom.","du bist {{1::schlimmer}} als tom.","you're worse than tom.","First 3 letters: sch...","118","0.48130548302872067",""
"schlimmer","ihr seid schlimmer als tom.","ihr seid {{1::schlimmer}} als tom.","you're worse than tom.","First 3 letters: sch...","118","0.48130548302872067",""
"schlimmer","sie sind schlimmer als tom.","sie sind {{1::schlimmer}} als tom.","you're worse than tom.","First 3 letters: sch...","118","0.48130548302872067",""
"drei","tom hat drei kühe.","tom hat {{1::drei}} kühe.","tom has three cows.","First 1 letter: d...","2598","0.4402382086707956",""
"reisen","tom wollte reisen.","tom wollte {{1::reisen}}.","tom wanted to travel.","First 2 letters: re...","213","0.4684027777777778",""
"erfahren","tom sollte es erfahren.","tom sollte es {{1::erfahren}}.","tom ought to know.","First 2 letters: er...","286","0.45232558139534884",""
"versteckte","was versteckte tom?","was {{1::versteckte}} tom?","what did tom hide?","First 3 letters: ver...","98","0.4679073614557485",""
