"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"niemandem","tom traut niemandem mehr.","tom traut {{1::niemandem}} mehr.","tom no longer trusts anyone.","First 3 letters: nie...","313","0.5026595744680851",""
"erklären","ich werde es tom erklären.","ich werde es tom {{1::erklären}}.","i'll explain it to tom.","First 2 letters: er...","354","0.44340136054421764",""
"rede","tom, ich rede mit dir!","tom, ich {{1::rede}} mit dir!","tom, i'm talking to you.","First 1 letter: r...","322","0.4227932960893855",""
"witze","tom erzählte uns ein paar witze.","tom erzählte uns ein paar {{1::witze}}.","tom told us some jokes.","First 2 letters: wi...","183","0.43490566037735845",""
"meinte","was meinte tom wirklich?","was {{1::meinte}} tom wirklich?","what did tom really mean?","First 2 letters: me...","159","0.45146198830409356",""
"mindestens","tom wiegt mindestens 70 kilogramm.","tom wiegt {{1::mindestens}} 70 kilogramm.","tom weighs at least 70 kilograms.","First 3 letters: min...","143","0.5013966480446927",""
"absichtlich","tom hat das absichtlich getan.","tom hat das {{1::absichtlich}} getan.","tom did it on purpose.","First 3 letters: abs...","98","0.48124069478908194",""
"absicht","tom hat das mit absicht gemacht.","tom hat das mit {{1::absicht}} gemacht.","tom did it on purpose.","First 2 letters: ab...","139","0.46804788213627996",""
"absicht","tom tat es mit absicht.","tom tat es mit {{1::absicht}}.","tom did it on purpose.","First 2 letters: ab...","139","0.4413812154696133",""
"absicht","tom hat das mit absicht getan.","tom hat das mit {{1::absicht}} getan.","tom did that on purpose.","First 2 letters: ab...","139","0.46804788213627996",""
"absichtlich","tom hat das absichtlich gemacht.","tom hat das {{1::absichtlich}} gemacht.","tom did that on purpose.","First 3 letters: abs...","98","0.48124069478908194",""
"minuten","tom ging fünf minuten früher.","tom ging fünf {{1::minuten}} früher.","tom left five minutes early.","First 2 letters: mi...","592","0.4853763440860215",""
"wochen","tom ist vor drei wochen verschwunden.","tom ist vor drei {{1::wochen}} verschwunden.","tom disappeared three weeks ago.","First 2 letters: wo...","296","0.4691056910569106",""
"verhalten","tom entschuldigte sich für sein verhalten.","tom entschuldigte sich für sein {{1::verhalten}}.","tom apologized for his behavior.","First 3 letters: ver...","217","0.435093896713615",""
"nochmal","tom sollte das nochmal machen.","tom sollte das {{1::nochmal}} machen.","tom should do that again.","First 2 letters: no...","107","0.48126903553299494",""
"sagst","tom, was sagst du?","tom, was {{1::sagst}} du?","tom, what do you say?","First 2 letters: sa...","245","0.501953125",""
"muss","tom muss es tun.","tom {{1::muss}} es tun.","tom has to do it.","First 1 letter: m...","3608","0.39016082341588937",""
"willst","warum willst du tom?","warum {{1::willst}} du tom?","why do you want tom?","First 2 letters: wi...","1956","0.45034317089910775",""
"nimmst","warum nimmst du tom nicht?","warum {{1::nimmst}} du tom nicht?","why don't you take tom?","First 2 letters: ni...","105","0.44126262626262625",""
"liebst","warum liebst du tom?","warum {{1::liebst}} du tom?","why do you love tom?","First 2 letters: li...","144","0.45140056022408964",""
"denkst","tom, was denkst du?","tom, was {{1::denkst}} du?","tom, what do you think?","First 2 letters: de...","551","0.5096153846153846",""
"worum","tom weiß, worum es geht.","tom weiß, {{1::worum}} es geht.","tom knows what it's about.","First 2 letters: wo...","185","0.48158227848101265",""
"worum","tom weiß, worum es da geht.","tom weiß, {{1::worum}} es da geht.","tom knows what that's about.","First 2 letters: wo...","185","0.46824894514767934",""
"wofür","tom weiß, wofür es ist.","tom weiß, {{1::wofür}} es ist.","tom knows what it's for.","First 2 letters: wo...","137","0.48137362637362635",""
"denkst","tom weiß, was du denkst.","tom weiß, was du {{1::denkst}}.","tom knows what you're thinking.","First 2 letters: de...","551","0.44961538461538464",""
