"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"türen","tom verschloss alle türen.","tom verschloss alle {{1::türen}}.","tom locked all the doors.","First 2 letters: tü...","106","0.45126582278481014",""
"gemüse","tom isst nur gemüse.","tom isst nur {{1::gemüse}}.","all tom eats is vegetables.","First 2 letters: ge...","186","0.4515873015873016",""
"zweite","tom verdient keine zweite chance.","tom verdient keine {{1::zweite}} chance.","tom doesn't deserve another chance.","First 2 letters: zw...","103","0.48125628140703514",""
"sommer","tom hat den ganzen sommer über hart gearbeitet.","tom hat den ganzen {{1::sommer}} über hart gearbeitet.","tom worked hard all summer.","First 2 letters: so...","468","0.5151515151515151",""
"ganzes","tom nahm mein ganzes geld.","tom nahm mein {{1::ganzes}} geld.","tom took all my money.","First 2 letters: ga...","134","0.48136239782016355",""
"nachmittag","tom hat den ganzen nachmittag videospiele gespielt.","tom hat den ganzen {{1::nachmittag}} videospiele gespielt.","tom played videogames all afternoon.","First 3 letters: nac...","389","0.4901785714285714",""
"ganzes","tom hat sein ganzes geld auf den kopf gehauen.","tom hat sein {{1::ganzes}} geld auf den kopf gehauen.","tom blew all his money.","First 2 letters: ga...","134","0.4680290644868301",""
"person","tom ist eine gute person.","tom ist eine gute {{1::person}}.","tom is a good person.","First 2 letters: pe...","204","0.4416835016835017",""
"lieber","tom ist ein sehr lieber mensch.","tom ist ein sehr {{1::lieber}} mensch.","tom is a sweet person.","First 2 letters: li...","768","0.46852540272614623",""
"sehe","ich sehe tom oft hier.","ich {{1::sehe}} tom oft hier.","i often see tom here.","First 1 letter: s...","577","0.3864102564102564",""
"unbedingt","ich musste tom unbedingt sehen.","ich musste tom {{1::unbedingt}} sehen.","i needed to see tom.","First 3 letters: unb...","226","0.4818181818181818",""
"könnten","sie könnten tom dort sehen.","sie {{1::könnten}} tom dort sehen.","you may see tom there.","First 2 letters: kö...","699","0.4425",""
"wollen","wir wollen tom sehen.","wir {{1::wollen}} tom sehen.","we want to see tom.","First 2 letters: wo...","1876","0.4503631082062455",""
"wiedersehen","du wirst tom nie wiedersehen.","du wirst tom nie {{1::wiedersehen}}.","you'll never see tom again.","First 3 letters: wie...","207","0.44170068027210885",""
"werdet","ihr werdet tom nie wiedersehen.","ihr {{1::werdet}} tom nie wiedersehen.","you'll never see tom again.","First 2 letters: we...","385","0.44431034482758613",""
"wiedersehen","sie werden tom nie wiedersehen.","sie werden tom nie {{1::wiedersehen}}.","you'll never see tom again.","First 3 letters: wie...","207","0.44170068027210885",""
"euch","wo sah tom euch?","wo sah tom {{1::euch}}?","where did tom see you?","First 1 letter: e...","5206","0.3901062247716167",""
"ankommen","hast du tom ankommen sehen?","hast du tom {{1::ankommen}} sehen?","did you see tom arrive?","First 2 letters: an...","134","0.48136239782016355",""
"ankommen","habt ihr tom ankommen sehen?","habt ihr tom {{1::ankommen}} sehen?","did you see tom arrive?","First 2 letters: an...","134","0.48136239782016355",""
"ankommen","haben sie tom ankommen sehen?","haben sie tom {{1::ankommen}} sehen?","did you see tom arrive?","First 2 letters: an...","134","0.48136239782016355",""
"guten","tom hat einen guten job.","tom hat einen {{1::guten}} job.","tom has a good job.","First 2 letters: gu...","457","0.49136363636363634",""
"radio","tom schaltete das radio aus.","tom schaltete das {{1::radio}} aus.","tom turned off the radio.","First 2 letters: ra...","216","0.48175438596491227",""
"radio","tom schaltete das radio ein.","tom schaltete das {{1::radio}} ein.","tom turned on the radio.","First 2 letters: ra...","216","0.48175438596491227",""
"sogar","tom mag sogar kalte pizza.","tom mag {{1::sogar}} kalte pizza.","tom even likes cold pizza.","First 2 letters: so...","134","0.48136239782016355",""
"aufgabe","tom hat die aufgabe schnell erledigt.","tom hat die {{1::aufgabe}} schnell erledigt.","tom finished the job quickly.","First 2 letters: au...","194","0.501628664495114",""
"kleinen","tom hat einen kleinen schwanz.","tom hat einen {{1::kleinen}} schwanz.","tom has a small dick.","First 2 letters: kl...","316","0.48270270270270277",""
"neues","tom hat ein neues leben begonnen.","tom hat ein {{1::neues}} leben begonnen.","tom began a new life.","First 2 letters: ne...","572","0.5068493150684932",""
"neues","tom hat ein neues haus gekauft.","tom hat ein {{1::neues}} haus gekauft.","tom bought a new house.","First 2 letters: ne...","572","0.5068493150684932",""
"kamera","tom hat eine neue kamera gekauft.","tom hat eine neue {{1::kamera}} gekauft.","tom bought a new camera.","First 2 letters: ka...","227","0.4684914841849149",""
"neuen","tom wollte einen neuen wagen.","tom wollte einen {{1::neuen}} wagen.","tom wanted a new car.","First 2 letters: ne...","644","0.48344827586206895",""
"jacke","tom hat sich eine neue jacke gekauft.","tom hat sich eine neue {{1::jacke}} gekauft.","tom bought a new jacket.","First 2 letters: ja...","122","0.45846211835657746",""
"normal","tom ist normal, nicht wahr?","tom ist {{1::normal}}, nicht wahr?","tom is normal, isn't he?","First 2 letters: no...","105","0.4812626262626263",""
"schlechten","tom hat einen schlechten ruf.","tom hat einen {{1::schlechten}} ruf.","tom has a bad reputation.","First 3 letters: sch...","117","0.48130208333333335",""
"schlechten","tom hatte einen schlechten traum.","tom hatte einen {{1::schlechten}} traum.","tom had a bad dream.","First 3 letters: sch...","117","0.48130208333333335",""
"schlechten","tom hatte einen schlechten tag.","tom hatte einen {{1::schlechten}} tag.","tom had a bad day.","First 3 letters: sch...","117","0.48130208333333335",""
"neue","tom ist der neue chef.","tom ist der {{1::neue}} chef.","tom is the new boss.","First 1 letter: n...","889","0.4212820512820513",""
"brüder","bob und tom sind brüder.","bob und tom sind {{1::brüder}}.","bob and tom are brothers.","First 2 letters: br...","188","0.4415974440894569",""
"führte","tom hansen führte bei dem video regie.","tom hansen {{1::führte}} bei dem video regie.","tom jackson directed the video.","First 2 letters: fü...","156","0.45859213250517594",""
"loch","tom hebt ein loch aus.","tom hebt ein {{1::loch}} aus.","tom is digging a hole.","First 1 letter: l...","114","0.4212919896640827",""
"arbeiter","tom stellt neue arbeiter ein.","tom stellt neue {{1::arbeiter}} ein.","tom is recruiting new workers.","First 2 letters: ar...","116","0.48129870129870134",""
"bißchen","tom muß sich ein bißchen ausruhen.","tom muß sich ein {{1::bißchen}} ausruhen.","tom needs a little rest.","First 2 letters: bi...","136","0.4680365296803653",""
"lass","tom, lass es sein.","tom, {{1::lass}} es sein.","tom, give it a rest.","First 1 letter: l...","1216","0.39069735006973505",""
"daran","tom hat freude daran, neue dinge auszuprobieren.","tom hat freude {{1::daran}}, neue dinge auszuprobieren.","tom enjoys trying new things.","First 2 letters: da...","775","0.48752587991718427",""
"leid","tom tut mir leid.","tom tut mir {{1::leid}}.","i feel bad for tom.","First 1 letter: l...","604","0.39476190476190476",""
"gespielt","tom hat nie golf gespielt.","tom hat nie golf {{1::gespielt}}.","tom has never played golf.","First 2 letters: ge...","244","0.44194552529182873",""
"wochenende","tom spielt jedes wochenende golf.","tom spielt jedes {{1::wochenende}} golf.","tom plays golf every weekend.","First 3 letters: woc...","425","0.4865789473684211",""
"baseball","tom mochte baseball gar nicht.","tom mochte {{1::baseball}} gar nicht.","tom didn't even like baseball.","First 2 letters: ba...","118","0.48130548302872067",""
"rechnung","tom hat die rechnung bezahlt.","tom hat die {{1::rechnung}} bezahlt.","tom has paid the bill.","First 2 letters: re...","128","0.4813404825737265",""
"stein","tom hat sich einen stein als haustier erwählt.","tom hat sich einen {{1::stein}} als haustier erwählt.","tom has a pet rock.","First 2 letters: st...","146","0.5014084507042254",""
"statt","tom nahm statt butter margarine.","tom nahm {{1::statt}} butter margarine.","tom substituted margarine for butter.","First 2 letters: st...","252","0.48200803212851406",""
"motor","tom hat den motor laufen lassen.","tom hat den {{1::motor}} laufen lassen.","tom left the motor running.","First 2 letters: mo...","98","0.501240694789082",""
"der","tom ist an der bar.","tom ist an {{1::der}} bar.","tom is at the bar.","First 1 letter: d...","27472","0.3600185370555741",""
"mannschaft","tom ist in der mannschaft.","tom ist in der {{1::mannschaft}}.","tom is on the team.","First 3 letters: man...","188","0.4415974440894569",""
"lieder","tom hat ein paar alte lieder gesungen.","tom hat ein paar alte {{1::lieder}} gesungen.","tom sang some old songs.","First 2 letters: li...","134","0.45850525496302064",""
"werde","tom sagt, er werde nicht singen.","tom sagt, er {{1::werde}} nicht singen.","tom says he won't sing.","First 2 letters: we...","4020","0.5001420051121841",""
"absichtlich","tom sang absichtlich schlecht.","tom sang {{1::absichtlich}} schlecht.","tom sang badly on purpose.","First 3 letters: abs...","98","0.501240694789082",""
"mädchen","tom ist kein mädchen.","tom ist kein {{1::mädchen}}.","tom is not a girl.","First 2 letters: mä...","1254","0.4506622516556292",""
"nehme","ich nehme an, du bist tom jackson.","ich {{1::nehme}} an, du bist tom jackson.","i presume you're tom jackson.","First 2 letters: ne...","301","0.43107142857142855",""
