"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"medizin","tom studiert medizin. er will arzt werden.","tom studiert {{1::medizin}}. er will arzt werden.","tom is studying to be a doctor.","First 2 letters: me...","136","0.45851272015655575",""
"gelegenheit","tom verpasste die gelegenheit für eine beförderung.","tom verpasste die {{1::gelegenheit}} für eine beförderung.","tom missed the opportunity for a promotion.","First 3 letters: gel...","164","0.48719796523950826",""
"stuhl","tom warf einen stuhl durch das zimmer.","tom warf einen {{1::stuhl}} durch das zimmer.","tom threw a chair across the room.","First 2 letters: st...","203","0.487392138063279",""
"häuser","tom besitzt zwei häuser und ein boot.","tom besitzt zwei {{1::häuser}} und ein boot.","tom owns two houses and a boat.","First 2 letters: hä...","117","0.487016369047619",""
"blume","tom pflückte eine blume und roch daran.","tom pflückte eine {{1::blume}} und roch daran.","tom picked a flower and smelled it.","First 2 letters: bl...","126","0.48704761904761906",""
"halten","alle halten tom für ein genie.","alle {{1::halten}} tom für ein genie.","everyone thinks that tom is a genius.","First 2 letters: ha...","598","0.4383838383838383",""
"millionen","tom verdient im jahr millionen von dollar.","tom verdient im jahr {{1::millionen}} von dollar.","tom makes millions of dollars a year.","First 3 letters: mil...","111","0.486996336996337",""
"straßen","tom wohnt nur ein paar straßen weiter.","tom wohnt nur ein paar {{1::straßen}} weiter.","tom lives only a few blocks away.","First 2 letters: st...","110","0.4584216295213738",""
"warst","danke, tom! du warst eine große hilfe!","danke, tom! du {{1::warst}} eine große hilfe!","thanks, tom. you've been a big help!","First 2 letters: wa...","731","0.4878694581280788",""
"teuer","ist das, was tom isst, teuer?","ist das, was tom isst, {{1::teuer}}?","does what tom eats cost a lot?","First 2 letters: te...","245","0.43528645833333335",""
"stimmen","thomas gewann mit nur ein paar stimmen mehr.","thomas gewann mit nur ein paar {{1::stimmen}} mehr.","tom won by just a few votes.","First 2 letters: st...","119","0.4513089005235602",""
"lösung","tom ist auf eine gute lösung gekommen.","tom ist auf eine gute {{1::lösung}} gekommen.","tom came up with a good solution.","First 2 letters: lö...","177","0.45868606701940035",""
"wort","erlaube mir ein wort mit tom!","erlaube mir ein {{1::wort}} mit tom!","let me have a word with tom.","First 1 letter: w...","701","0.4424752475247525",""
"führerschein","tom will seinen führerschein machen.","tom will seinen {{1::führerschein}} machen.","tom wants to get a driver's license.","First 3 letters: füh...","118","0.48130548302872067",""
"zahlen","tom kann gut mit zahlen umgehen.","tom kann gut mit {{1::zahlen}} umgehen.","tom has a good head for numbers.","First 2 letters: za...","192","0.46828478964401293",""
"kennenzulernen","es freut mich, dich kennenzulernen, tom!","es freut mich, dich {{1::kennenzulernen}}, tom!","it's a pleasure to meet you, tom.","First 3 letters: ken...","101","0.46791666666666665",""
"leisten","tom kann sich ein auto leisten.","tom kann sich ein auto {{1::leisten}}.","tom can afford to buy a car.","First 2 letters: le...","196","0.4349726775956284",""
"universität","nach der universität ging tom zur marine.","nach der {{1::universität}} ging tom zur marine.","tom joined the navy after finishing college.","First 3 letters: uni...","175","0.45867659947414546",""
