"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"gitarre","tom spielte gitarre.","tom spielte {{1::gitarre}}.","tom played the guitar.","First 2 letters: gi...","230","0.46851168511685115",""
"fluss","tom überquerte den fluss.","tom überquerte den {{1::fluss}}.","tom crossed the river.","First 2 letters: fl...","411","0.45555555555555555",""
"fernsehen","tom guckt fernsehen.","tom guckt {{1::fernsehen}}.","tom is watching tv.","First 3 letters: fer...","308","0.4692573402417962",""
"besuch","tom ist nur zu besuch.","tom ist nur zu {{1::besuch}}.","tom is just visiting.","First 2 letters: be...","157","0.441453488372093",""
"großes","tom hat sehr großes glück.","tom hat sehr {{1::großes}} glück.","tom is extremely lucky.","First 2 letters: gr...","234","0.48187265917602995",""
"herum","tom trollt nur herum.","tom trollt nur {{1::herum}}.","tom is just trolling.","First 2 letters: he...","238","0.4519011406844107",""
"nur","tom tut nur so, als ob.","tom tut {{1::nur}} so, als ob.","tom is just pretending.","First 1 letter: n...","4104","0.34680536292186775",""
"los","lass tom los!","lass tom {{1::los}}!","let go of tom.","First 1 letter: l...","615","0.35097701149425287",""
"motor","tom startete den motor.","tom startete den {{1::motor}}.","tom started the engine.","First 2 letters: mo...","98","0.4512406947890819",""
"prüfung","tom fiel durch die prüfung durch.","tom fiel durch die {{1::prüfung}} durch.","tom failed the exam.","First 2 letters: pr...","333","0.46964285714285714",""
"vogel","tom ließ den vogel frei.","tom ließ den {{1::vogel}} frei.","tom freed the bird.","First 2 letters: vo...","188","0.4815974440894569",""
"vogel","tom hat den vogel freigelassen.","tom hat den {{1::vogel}} freigelassen.","tom freed the bird.","First 2 letters: vo...","188","0.4815974440894569",""
"kartoffeln","tom hat die kartoffeln geschält.","tom hat die {{1::kartoffeln}} geschält.","tom peeled the potatoes.","First 3 letters: kar...","110","0.4812787723785167",""
"kühlschrank","tom hat den kühlschrank geöffnet.","tom hat den {{1::kühlschrank}} geöffnet.","tom opened the refrigerator.","First 3 letters: küh...","179","0.48155279503105586",""
"kühlschrank","tom hat den kühlschrank aufgemacht.","tom hat den {{1::kühlschrank}} aufgemacht.","tom opened the refrigerator.","First 3 letters: küh...","179","0.48155279503105586",""
"kartoffeln","tom kochte die kartoffeln.","tom kochte die {{1::kartoffeln}}.","tom boiled the potatoes.","First 3 letters: kar...","110","0.45127877237851666",""
"kartoffeln","tom hat die kartoffeln gekocht.","tom hat die {{1::kartoffeln}} gekocht.","tom boiled the potatoes.","First 3 letters: kar...","110","0.4812787723785167",""
"zog","tom zog ab.","tom {{1::zog}} ab.","tom pulled the trigger.","First 1 letter: z...","397","0.35147435897435897",""
