"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"suche","machen wir uns mal auf die suche nach tom!","machen wir uns mal auf die {{1::suche}} nach tom!","let's go find tom.","First 2 letters: su...","264","0.46877637130801686",""
"bleib","geh, bleib bei tom.","geh, {{1::bleib}} bei tom.","go be with tom.","First 2 letters: bl...","151","0.45142857142857146",""
"holen","wir werden tom holen.","wir werden tom {{1::holen}}.","we'll go get tom.","First 2 letters: ho...","183","0.45157232704402517",""
"wegen","ich bin wegen tom gegangen.","ich bin {{1::wegen}} tom gegangen.","tom made me go.","First 2 letters: we...","688","0.48264550264550266",""
"los","lass es los, tom!","lass es {{1::los}}, tom!","let it go, tom.","First 1 letter: l...","615","0.3843103448275862",""
"angeln","tom ist nicht angeln gegangen.","tom ist nicht {{1::angeln}} gegangen.","tom didn't go fishing.","First 2 letters: an...","156","0.48144927536231885",""
"würde","wohin würde tom gehen?","wohin {{1::würde}} tom gehen?","where would tom go?","First 2 letters: wü...","2838","0.4502137665669089",""
"musste","tom musste weggehen.","tom {{1::musste}} weggehen.","tom had to go.","First 2 letters: mu...","553","0.47592592592592586",""
"möchte","tom möchte gehen.","tom {{1::möchte}} gehen.","tom wants to go.","First 2 letters: mö...","3414","0.46683819325328757",""
"werde","ich werde zu tom gehen.","ich {{1::werde}} zu tom gehen.","i'll go to tom.","First 2 letters: we...","4020","0.44014200511218404",""
"dollar","tom gab mir 300 dollar.","tom gab mir 300 {{1::dollar}}.","tom gave me $300.","First 2 letters: do...","457","0.46136363636363636",""
"soll","wo soll tom hin?","wo {{1::soll}} tom hin?","where should tom go?","First 1 letter: s...","1520","0.39048971596474047",""
"sage","ich gehe hin und sage es tom.","ich gehe hin und {{1::sage}} es tom.","i'll go tell tom.","First 1 letter: s...","375","0.42968253968253967",""
"sage","ich gehe zu tom und sage es ihm.","ich gehe zu tom und {{1::sage}} es ihm.","i'll go tell tom.","First 1 letter: s...","375","0.418968253968254",""
"geheiratet","wen hat tom geheiratet?","wen hat tom {{1::geheiratet}}?","who did tom marry?","First 3 letters: geh...","309","0.4526041666666667",""
"rechner","tom hat zwei rechner.","tom hat zwei {{1::rechner}}.","tom has two computers.","First 2 letters: re...","172","0.4515197568389058",""
"problem","was ist dein problem, tom?","was ist dein {{1::problem}}, tom?","what's your dilemma, tom?","First 2 letters: pr...","1121","0.48080385852090035",""
"verraten","tom hat uns verraten.","tom hat uns {{1::verraten}}.","tom sold us out.","First 2 letters: ve...","146","0.45140845070422536",""
"kümmern","wir werden uns um tom kümmern.","wir werden uns um tom {{1::kümmern}}.","we'll look after tom.","First 2 letters: kü...","206","0.4350282485875706",""
"kümmern","ich werde mich um tom kümmern.","ich werde mich um tom {{1::kümmern}}.","i'll look after tom.","First 2 letters: kü...","206","0.4350282485875706",""
"kaum","tom geht kaum aus dem haus.","tom geht {{1::kaum}} aus dem haus.","tom rarely goes out.","First 1 letter: k...","653","0.4099134199134199",""
"ausgegangen","tom ist ausgegangen.","tom ist {{1::ausgegangen}}.","tom has gone out.","First 3 letters: aus...","99","0.46791044776119406",""
"findest","schau, dass du tom findest.","schau, dass du tom {{1::findest}}.","watch out for tom.","First 2 letters: fi...","223","0.44179856115107907",""
"sport","tom hat sport gemacht.","tom hat {{1::sport}} gemacht.","tom has worked out.","First 2 letters: sp...","174","0.5015290519877675",""
"lachen","tom brach in lachen aus.","tom brach in {{1::lachen}} aus.","tom burst out laughing.","First 2 letters: la...","336","0.48303030303030303",""
"vergessen","höchstwahrscheinlich hatte tom es vergessen.","höchstwahrscheinlich hatte tom es {{1::vergessen}}.","most likely tom forgot.","First 3 letters: ver...","1164","0.4407518796992481",""
"heiße","hallo! ich heiße tom.","hallo! ich {{1::heiße}} tom.","hi, my name's tom!","First 2 letters: he...","174","0.5015290519877675",""
"heiraten","du solltest tom heiraten.","du solltest tom {{1::heiraten}}.","you should marry tom.","First 2 letters: he...","401","0.455",""
"bringe","ich bringe tom nach hause.","ich {{1::bringe}} tom nach hause.","i'll take tom home.","First 2 letters: br...","129","0.4413440860215053",""
"alkohol","tom stank nach alkohol.","tom stank nach {{1::alkohol}}.","tom reeked of alcohol.","First 2 letters: al...","120","0.45131233595800524",""
"musste","tom musste laufen.","tom {{1::musste}} laufen.","tom had to run.","First 2 letters: mu...","553","0.47592592592592586",""
"bringen","wir bringen tom nach hause.","wir {{1::bringen}} tom nach hause.","we'll take tom home.","First 2 letters: br...","644","0.4434482758620689",""
"kümmert","tom kümmert sich um uns.","tom {{1::kümmert}} sich um uns.","tom looks after us.","First 2 letters: kü...","144","0.4414005602240896",""
"schmutzig","tom kam schmutzig nach hause.","tom kam {{1::schmutzig}} nach hause.","tom came home filthy.","First 3 letters: sch...","110","0.4812787723785167",""
"deinen","tom bewundert deinen mut.","tom bewundert {{1::deinen}} mut.","tom admires your courage.","First 2 letters: de...","1091","0.5008445945945945",""
"seinem","tom ist mit seinem hund spazieren gegangen.","tom ist mit {{1::seinem}} hund spazieren gegangen.","tom walked his dog.","First 2 letters: se...","1421","0.4862565850635265",""
"direkt","tom ist direkt nach hause gekommen.","tom ist {{1::direkt}} nach hause gekommen.","tom came directly home.","First 2 letters: di...","120","0.46797900262467185",""
"guten","hallo tom. guten morgen.","hallo tom. {{1::guten}} morgen.","hi, tom. good morning!","First 2 letters: gu...","457","0.5113636363636364",""
"genug","alle haben genug von tom.","alle haben {{1::genug}} von tom.","everyone's tired of tom.","First 2 letters: ge...","901","0.48124378109452737",""
"unseren","tom mag unseren hund.","tom mag {{1::unseren}} hund.","tom likes our dog.","First 2 letters: un...","263","0.5021008403361344",""
"stolz","ich bin stolz auf tom.","ich bin {{1::stolz}} auf tom.","i'm proud of tom.","First 2 letters: st...","427","0.4867567567567568",""
"siehst","tom, du siehst schrecklich aus.","tom, du {{1::siehst}} schrecklich aus.","tom, you look terrible.","First 2 letters: si...","542","0.4916279069767442",""
"siehst","du siehst aus wie tom.","du {{1::siehst}} aus wie tom.","you look like tom.","First 2 letters: si...","542","0.45162790697674415",""
"aufgestanden","tom sollte aufgestanden sein.","tom sollte {{1::aufgestanden}} sein.","tom should be up.","First 3 letters: auf...","115","0.5012953367875648",""
"dollar","tom hat hundert dollar aufgebracht.","tom hat hundert {{1::dollar}} aufgebracht.","tom ponied up $100.","First 2 letters: do...","457","0.49136363636363634",""
"fernsehen","tom guckt kein fernsehen.","tom guckt kein {{1::fernsehen}}.","tom doesn't watch tv.","First 3 letters: fer...","308","0.45259067357512955",""
"nennen","hör auf, mich tom zu nennen!","hör auf, mich tom zu {{1::nennen}}!","stop calling me tom.","First 2 letters: ne...","190","0.434941050375134",""
"fehlen","du wirst mir fehlen, tom.","du wirst mir {{1::fehlen}}, tom.","i'll miss you, tom.","First 2 letters: fe...","149","0.48142045454545457",""
"schluss","tom hat gerade mit mir schluss gemacht.","tom hat gerade mit mir {{1::schluss}} gemacht.","tom just dumped me.","First 2 letters: sc...","109","0.45841836734693875",""
"fern","tom saß und sah fern.","tom saß und sah {{1::fern}}.","tom sat watching tv.","First 1 letter: f...","236","0.3818867924528302",""
"kuchen","tom buk drei kuchen.","tom buk drei {{1::kuchen}}.","tom baked three pies.","First 2 letters: ku...","418","0.4560240963855422",""
"seinem","tom sah in seinem briefkasten nach.","tom sah in {{1::seinem}} briefkasten nach.","tom checked his mailbox.","First 2 letters: se...","1421","0.5005422993492408",""
"nie","tom gab nie auf.","tom gab {{1::nie}} auf.","tom never gave up.","First 1 letter: n...","4066","0.3801401738155312",""
"schließlich","tom gab schließlich auf.","tom gab {{1::schließlich}} auf.","tom eventually gave up.","First 3 letters: sch...","146","0.5014084507042254",""
"liegt","das liegt an tom.","das {{1::liegt}} an tom.","that's up to tom.","First 2 letters: li...","808","0.45161812297734627",""
"fehlen","du wirst uns fehlen, tom.","du wirst uns {{1::fehlen}}, tom.","we'll miss you, tom.","First 2 letters: fe...","149","0.48142045454545457",""
"hören","hör auf, auf tom zu hören.","hör auf, auf tom zu {{1::hören}}.","stop listening to tom.","First 2 letters: hö...","1058","0.4342277877161598",""
"siehst","du siehst gut aus, tom.","du {{1::siehst}} gut aus, tom.","you look fine, tom.","First 2 letters: si...","542","0.45162790697674415",""
"kleine","tom hat kleine kinder.","tom hat {{1::kleine}} kinder.","tom has young children.","First 2 letters: kl...","395","0.5047169811320755",""
"dinge","tom liebt es, dinge zu bauen.","tom liebt es, {{1::dinge}} zu bauen.","tom loves building things.","First 2 letters: di...","420","0.5061728395061729",""
"aufgewachsen","tom ist hier aufgewachsen.","tom ist hier {{1::aufgewachsen}}.","tom grew up here.","First 3 letters: auf...","147","0.4514124293785311",""
"aufhören","tom konnte nicht aufhören zu lächeln.","tom konnte nicht {{1::aufhören}} zu lächeln.","tom couldn't stop smiling.","First 2 letters: au...","350","0.5033112582781457",""
"mache","ich mache doch nur spaß, tom.","ich {{1::mache}} doch nur spaß, tom.","i'm just joking, tom.","First 2 letters: ma...","618","0.43753501400560224",""
"australien","vermisst tom australien?","vermisst tom {{1::australien}}?","does tom miss australia?","First 3 letters: aus...","1310","0.4672831894780107",""
"aufhören","tom konnte nicht aufhören zu lachen.","tom konnte nicht {{1::aufhören}} zu lachen.","tom couldn't stop laughing.","First 2 letters: au...","350","0.5033112582781457",""
"aufgestanden","tom ist spät aufgestanden.","tom ist spät {{1::aufgestanden}}.","tom got up late.","First 3 letters: auf...","115","0.4512953367875648",""
"allzu","tom ist nicht allzu schlau.","tom ist nicht {{1::allzu}} schlau.","tom isn't too smart.","First 2 letters: al...","264","0.48210970464135017",""
"jemand","vermisst hier jemand tom?","vermisst hier {{1::jemand}} tom?","does anyone miss tom?","First 2 letters: je...","1241","0.5006738544474394",""
"normalerweise","tom trägt normalerweise schwarz.","tom trägt {{1::normalerweise}} schwarz.","tom usually wears black.","First 3 letters: nor...","236","0.5018867924528302",""
"gewöhnlich","tom trägt gewöhnlich schwarz.","tom trägt {{1::gewöhnlich}} schwarz.","tom usually wears black.","First 3 letters: gew...","515","0.53125",""
"geworden","tom ist groß geworden.","tom ist groß {{1::geworden}}.","tom has grown up.","First 2 letters: ge...","568","0.4572463768115942",""
"beide","tom mochte beide hunde.","tom mochte {{1::beide}} hunde.","tom liked both dogs.","First 2 letters: be...","851","0.5014204545454546",""
"adresse","tom hat marys adresse vergessen.","tom hat marys {{1::adresse}} vergessen.","tom forgot mary's address.","First 2 letters: ad...","179","0.48155279503105586",""
"musst","du musst tom sein.","du {{1::musst}} tom sein.","you must be tom.","First 2 letters: mu...","1211","0.45070224719101126",""
"rufen","wir sollten tom rufen.","wir sollten tom {{1::rufen}}.","we should call tom.","First 2 letters: ru...","255","0.45203252032520325",""
"muss","tom muss tot sein.","tom {{1::muss}} tot sein.","tom must be dead.","First 1 letter: m...","3608","0.39016082341588937",""
"muss","es muss tom sein.","es {{1::muss}} tom sein.","it must be tom.","First 1 letter: m...","3608","0.39016082341588937",""
"gestellt","tom hat sich mir in den weg gestellt.","tom hat sich mir in den weg {{1::gestellt}}.","tom blocked my way.","First 2 letters: ge...","184","0.42657728706624604",""
"nennen","wir nennen ihn tom.","wir {{1::nennen}} ihn tom.","we call him tom.","First 2 letters: ne...","190","0.45160771704180064",""
"könnte","tom könnte hier sein.","tom {{1::könnte}} hier sein.","tom may be here.","First 2 letters: kö...","1510","0.45049455984174086",""
"unschuldig","vielleicht ist tom unschuldig.","vielleicht ist tom {{1::unschuldig}}.","tom may be innocent.","First 3 letters: uns...","143","0.45139664804469276",""
"unschuldig","tom muss unschuldig sein.","tom muss {{1::unschuldig}} sein.","tom must be innocent.","First 3 letters: uns...","143","0.5013966480446927",""
"eltern","tom traf die eltern von maria.","tom traf die {{1::eltern}} von maria.","tom met mary's parents.","First 2 letters: el...","1072","0.5008726003490401",""
"kanadier","tom muss kanadier sein.","tom muss {{1::kanadier}} sein.","tom must be canadian.","First 2 letters: ka...","211","0.5017241379310344",""
"viele","tom hat viele talente.","tom hat {{1::viele}} talente.","tom has many talents.","First 2 letters: vi...","3618","0.5001603077909587",""
