"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"hallo","hallo, tom.","{{1::hallo}}, tom.","hello, tom.","First 2 letters: ha...","182","0.40156739811912223",""
"wurde","tom wurde rot.","tom {{1::wurde}} rot.","tom blushed.","First 2 letters: wu...","4518","0.466791075723646",""
"tom","frag tom!","frag {{1::tom}}!","ask tom.","First 1 letter: t...","71939","0.3800069988801792",""
"fragen","fragen sie tom!","{{1::fragen}} sie tom!","ask tom.","First 2 letters: fr...","1317","0.40061124694376526",""
"fragt","fragt tom!","{{1::fragt}} tom!","ask tom.","First 2 letters: fr...","100","0.40124688279301746",""
"ist","wer ist tom?","wer {{1::ist}} tom?","who's tom?","First 1 letter: i...","57413","0.3466754518513312",""
"lachte","tom lachte.","tom {{1::lachte}}.","tom laughed.","First 2 letters: la...","142","0.5013927576601671",""
"verstanden","tom hat verstanden.","tom hat {{1::verstanden}}.","tom understood.","First 3 letters: ver...","293","0.4690705128205128",""
"gearbeitet","tom hat gearbeitet.","tom hat {{1::gearbeitet}}.","tom worked.","First 3 letters: gea...","286","0.4689922480620155",""
"arbeitete","tom arbeitete.","tom {{1::arbeitete}}.","tom worked.","First 3 letters: arb...","135","0.5013661202185793",""
"arbeitet","tom arbeitet.","tom {{1::arbeitet}}.","tom works.","First 2 letters: ar...","700","0.5024875621890548",""
"lief","tom lief.","tom {{1::lief}}.","tom walked.","First 1 letter: l...","271","0.44217391304347825",""
"ging","tom ging zu fuß.","tom {{1::ging}} zu fuß.","tom walked.","First 1 letter: g...","1698","0.39041701417848207",""
"gewählt","tom hat gewählt.","tom hat {{1::gewählt}}.","tom voted.","First 2 letters: ge...","170","0.46817724068479355",""
"tom","sieh tom zu!","sieh {{1::tom}} zu!","watch tom.","First 1 letter: t...","71939","0.3466736655468458",""
"schreibe","schreibe tom!","{{1::schreibe}} tom!","write tom.","First 2 letters: sc...","189","0.4016025641025641",""
