"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"regierung","in japan können wir frei die regierung kritisieren.","in japan können wir frei die {{1::regierung}} kritisieren.","in japan we may criticize the government freely.","First 3 letters: reg...","124","0.45132625994694964",""
"höre","ich höre ab und zu von ihr.","ich {{1::höre}} ab und zu von ihr.","i hear from her once in a while.","First 1 letter: h...","291","0.3709523809523809",""
"darfst","auf dieser straße darfst du nicht parken.","auf dieser straße {{1::darfst}} du nicht parken.","you're not allowed to park in this street.","First 2 letters: da...","280","0.48797672915319973",""
"frau","lieben sie ihre frau noch?","lieben sie ihre {{1::frau}} noch?","are you still in love with your wife?","First 1 letter: f...","1589","0.4204587155963303",""
"sturm","ein großer baum ist im sturm umgestürzt.","ein großer baum ist im {{1::sturm}} umgestürzt.","a big tree has fallen in the storm.","First 2 letters: st...","123","0.45846560846560847",""
"gold","deine idee ist gold wert!","deine idee ist {{1::gold}} wert!","your idea is worth its weight in gold!","First 1 letter: g...","130","0.4213477088948787",""
"gold","dieses zeug ist gold wert!","dieses zeug ist {{1::gold}} wert!","this stuff is worth its weight in gold!","First 1 letter: g...","130","0.4213477088948787",""
"„ich","„wo leben sie?“ – „ich lebe in tokyo.“","„wo leben sie?“ – {{1::„ich}} lebe in tokyo.“","where do you live? ""i live in tokyo.""","First 1 letter: „...","192","0.44161812297734626",""
"„ich","„wo lebst du?“ – „ich lebe in tokyo.“","„wo lebst du?“ – {{1::„ich}} lebe in tokyo.“","where do you live? ""i live in tokyo.""","First 1 letter: „...","192","0.44161812297734626",""
"vier","er arbeitet ab vier uhr morgens.","er arbeitet ab {{1::vier}} uhr morgens.","he starts work at four in the morning.","First 1 letter: v...","451","0.45",""
"aufs","ich fuhr aufs land.","ich fuhr {{1::aufs}} land.","i went for a drive in the country.","First 1 letter: a...","209","0.4417123287671233",""
"wann","ich höre dann und wann von ihm.","ich höre dann und {{1::wann}} von ihm.","i hear from him once in a while.","First 1 letter: w...","2176","0.42601243717522785",""
"salz","kleine fehler sind wie das salz in der suppe.","kleine fehler sind wie das {{1::salz}} in der suppe.","little mistakes are like salt in a soup.","First 1 letter: s...","150","0.43031339031339033",""
"fühlen","inmitten von dreck fühlen sie sich wohl.","inmitten von dreck {{1::fühlen}} sie sich wohl.","they love to be in a dirty environment.","First 2 letters: fü...","121","0.4870300751879699",""
"auge","schönheit liegt im auge des betrachters.","schönheit liegt im {{1::auge}} des betrachters.","beauty is in the eye of the beholder.","First 1 letter: a...","186","0.4415873015873016",""
"würdet","in welcher stadt würdet ihr gerne leben?","in welcher stadt {{1::würdet}} ihr gerne leben?","what city would you like to live in?","First 2 letters: wü...","202","0.4873865265169613",""
"übersetzen","die interpretation ist beim übersetzen das wichtigste.","die interpretation ist beim {{1::übersetzen}} das wichtigste.","interpreting is the most important part in translation.","First 3 letters: übe...","239","0.48762268266085057",""
"fressen","die schafe auf dem feld fressen gras.","die schafe auf dem feld {{1::fressen}} gras.","the sheep in the field are eating grass.","First 2 letters: fr...","127","0.45847975553857906",""
"lass","bitte mach die tür auf und lass mich rein.","bitte mach die tür auf und {{1::lass}} mich rein.","open the door and let me in, please.","First 1 letter: l...","1216","0.40736401673640166",""
"verspätung","entschuldige die verspätung. ich bin im verkehr steckengeblieben.","entschuldige die {{1::verspätung}}. ich bin im verkehr steckengeblieben.","sorry i'm late, i got stuck in traffic.","First 3 letters: ver...","100","0.45124688279301745",""
"eher","damals ging ich eher ins bett.","damals ging ich {{1::eher}} ins bett.","in those days, i went to bed earlier.","First 1 letter: e...","294","0.4424154589371981",""
"fährst","steig ins auto! du fährst mich dorthin!","steig ins auto! du {{1::fährst}} mich dorthin!","get in the car. you're taking me there.","First 2 letters: fä...","137","0.4870879120879121",""
"gekostet","wieviel hat es gekostet, da reinzukommen?","wieviel hat es {{1::gekostet}}, da reinzukommen?","how much did it cost to get in?","First 2 letters: ge...","136","0.5013698630136987",""
"gekostet","wieviel hat es gekostet reinzukommen?","wieviel hat es {{1::gekostet}} reinzukommen?","how much did it cost to get in?","First 2 letters: ge...","136","0.48136986301369866",""
"könntet","wünscht ihr euch, ihr könntet in den weltraum reisen?","wünscht ihr euch, ihr {{1::könntet}} in den weltraum reisen?","do you wish you could travel in space?","First 2 letters: kö...","261","0.4909722222222222",""
"manche","ich habe gehört, dass manche in der badewanne schlafen.","ich habe gehört, dass {{1::manche}} in der badewanne schlafen.","i've heard that some people sleep in bathtubs.","First 2 letters: ma...","251","0.4908888888888889",""
"kino","wer war das, der da im kino vor dir saß?","wer war das, der da im {{1::kino}} vor dir saß?","who was that sitting in front of you at the movies?","First 1 letter: k...","290","0.4223696682464455",""
