"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"auto","wo ist dein auto, tom?","wo ist dein {{1::auto}}, tom?","where's your car, tom?","First 1 letter: a...","2065","0.42031928480204345",""
"geben","was wirst du tom geben?","was wirst du tom {{1::geben}}?","what'll you give tom?","First 2 letters: ge...","1173","0.4407418397626113",""
"kann","was kann tom gut?","was {{1::kann}} tom gut?","what's tom good at?","First 1 letter: k...","9193","0.3900575109270762",""
"gegeben","was hat tom uns gegeben?","was hat tom uns {{1::gegeben}}?","what's tom given us?","First 2 letters: ge...","573","0.44675675675675675",""
"denkt","was denkt tom?","was {{1::denkt}} tom?","what does tom think?","First 2 letters: de...","456","0.47777777777777775",""
"eigentlich","wann studiert tom eigentlich?","wann studiert tom {{1::eigentlich}}?","when does tom study?","First 3 letters: eig...","469","0.465625",""
"verstehst","verstehst du tom?","{{1::verstehst}} du tom?","do you understand tom?","First 3 letters: ver...","167","0.40149700598802396",""
"hörst","tom, hörst du zu?","tom, {{1::hörst}} du zu?","tom, are you listening?","First 2 letters: hö...","129","0.4513440860215054",""
"würdest","tom sagte, du würdest es wissen.","tom sagte, du {{1::würdest}} es wissen.","tom said you'd know.","First 2 letters: wü...","617","0.5042372881355932",""
"spielen","tom kam zum spielen.","tom kam zum {{1::spielen}}.","tom came to play.","First 2 letters: sp...","1093","0.4508417508417509",""
"mit","tom kam mit mir.","tom kam {{1::mit}} mir.","tom came with me.","First 1 letter: m...","14604","0.3800354484225452",""
"auto","tom kam mit dem auto.","tom kam mit dem {{1::auto}}.","tom came by car.","First 1 letter: a...","2065","0.3803192848020434",""
"deswegen","tom ist deswegen gekommen.","tom ist {{1::deswegen}} gekommen.","that's why tom came.","First 2 letters: de...","140","0.5013850415512465",""
"gegeben","tom hat uns das gegeben.","tom hat uns das {{1::gegeben}}.","tom gave us that.","First 2 letters: ge...","573","0.44675675675675675",""
"bekommt","tom bekommt keinen.","tom {{1::bekommt}} keinen.","tom isn't getting one.","First 2 letters: be...","165","0.4681547619047619",""
"kommst","kommst du, tom?","{{1::kommst}} du, tom?","are you coming, tom?","First 2 letters: ko...","449","0.4096153846153846",""
"mir","komm mit mir, tom.","komm mit {{1::mir}}, tom.","come with me, tom.","First 1 letter: m...","15439","0.38003346720214193",""
"geben","ich werde tom das geben.","ich werde tom das {{1::geben}}.","i'll give tom that.","First 2 letters: ge...","1173","0.4407418397626113",""
"wegen","ich komme wegen tom.","ich komme {{1::wegen}} tom.","i'm coming for tom.","First 2 letters: we...","688","0.5026455026455026",""
"komme","ich komme mit tom.","ich {{1::komme}} mit tom.","i'm coming with tom.","First 2 letters: ko...","726","0.4522026431718062",""
"hörst","hörst du zu, tom?","{{1::hörst}} du zu, tom?","are you listening, tom?","First 2 letters: hö...","129","0.4013440860215054",""
"diese","gib diese tom.","gib {{1::diese}} tom.","give those to tom.","First 2 letters: di...","4568","0.4667895469812402",""
"darüber","frag tom darüber.","frag tom {{1::darüber}}.","ask tom about it.","First 2 letters: da...","1066","0.46754850088183425",""
"deshalb","deshalb kam tom.","{{1::deshalb}} kam tom.","that's why tom came.","First 2 letters: de...","128","0.40134048257372656",""
"dachte","das ist, was tom dachte.","das ist, was tom {{1::dachte}}.","that's what tom thought.","First 2 letters: da...","1172","0.44074294205052",""
"danke","danke tom für mich.","{{1::danke}} tom für mich.","thank tom for me.","First 2 letters: da...","791","0.40171232876712326",""
"nochmal","danke nochmal, tom.","danke {{1::nochmal}}, tom.","thank you again, tom.","First 2 letters: no...","107","0.4679357021996615",""
"bring","bring mich zu tom.","{{1::bring}} mich zu tom.","take me to tom.","First 2 letters: br...","191","0.40161290322580645",""
"bring","bring es zu tom.","{{1::bring}} es zu tom.","take it to tom.","First 2 letters: br...","191","0.40161290322580645",""
"bekommt","tom bekommt keine.","tom {{1::bekommt}} keine.","tom isn't getting one.","First 2 letters: be...","165","0.4681547619047619",""
"beine","tom hat zwei beine.","tom hat zwei {{1::beine}}.","tom has two legs.","First 2 letters: be...","146","0.45140845070422536",""
"großen","tom bekam großen durst.","tom bekam {{1::großen}} durst.","tom got very thirsty.","First 2 letters: gr...","564","0.5076923076923077",""
"unserer","tom wohnt in unserer nähe.","tom wohnt in {{1::unserer}} nähe.","tom lives near us.","First 2 letters: un...","360","0.4835460992907802",""
"jahren","tom ging mit sechzig jahren in den ruhestand.","tom ging mit sechzig {{1::jahren}} in den ruhestand.","tom retired at sixty.","First 2 letters: ja...","942","0.5011286681715575",""
"nachdenken","tom muss nachdenken.","tom muss {{1::nachdenken}}.","tom needs to think.","First 3 letters: nac...","122","0.467985927880387",""
"gleich","tom hat gleich gestanden.","tom hat {{1::gleich}} gestanden.","tom confessed right away.","First 2 letters: gl...","718","0.5022831050228311",""
"bericht","tom schrieb seinen bericht um.","tom schrieb seinen {{1::bericht}} um.","tom rewrote his report.","First 2 letters: be...","219","0.48177304964539003",""
"warte","warte auf uns, tom!","{{1::warte}} auf uns, tom!","wait for us, tom.","First 2 letters: wa...","404","0.40515463917525774",""
"gespräch","tom hat unser gespräch mit angehört.","tom hat unser {{1::gespräch}} mit angehört.","tom overheard our conversation.","First 2 letters: ge...","118","0.5013054830287207",""
"irgendwie","tom wirkt irgendwie gereizt.","tom wirkt {{1::irgendwie}} gereizt.","tom looks somewhat annoyed.","First 3 letters: irg...","177","0.5015432098765432",""
"einigen","tom ist mit einigen russen befreundet.","tom ist mit {{1::einigen}} russen befreundet.","tom has russian friends.","First 2 letters: ei...","108","0.5012722646310432",""
"einigen","tom ist mit einigen russinnen befreundet.","tom ist mit {{1::einigen}} russinnen befreundet.","tom has russian friends.","First 2 letters: ei...","108","0.5012722646310432",""
"persönlich","tom hat es persönlich genommen.","tom hat es {{1::persönlich}} genommen.","tom took it personally.","First 3 letters: per...","104","0.48125944584382874",""
