"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"papa","ist das ihr papa?","ist das ihr {{1::papa}}?","is that your dad?","First 1 letter: p...","156","0.3914492753623189",""
"dame","kennt die dame sie?","kennt die {{1::dame}} sie?","does the lady know you?","First 1 letter: d...","136","0.4413698630136986",""
"mußt","ich weiß, was du tun mußt.","ich weiß, was du tun {{1::mußt}}.","i know what you need to do.","First 1 letter: m...","276","0.37555555555555553",""
"holz","mein haus ist aus holz.","mein haus ist aus {{1::holz}}.","my house is built of wood.","First 1 letter: h...","131","0.38135135135135134",""
"setz","sei still und setz dich hin!","sei still und {{1::setz}} dich hin!","shut up and sit down.","First 1 letter: s...","99","0.44124378109452733",""
"zu","nur zu!","nur {{1::zu}}!","you go right ahead.","First 1 letter: z...","31108","0.3200163350648502",""
"erde","manche glauben, die erde sei flach.","manche glauben, die {{1::erde}} sei flach.","some people believe that the world is flat.","First 1 letter: e...","275","0.442212389380531",""
"holz","ist sie aus holz oder metall?","ist sie aus {{1::holz}} oder metall?","is it made of wood or metal?","First 1 letter: h...","131","0.44135135135135134",""
"man","ab wann ist man zu dick?","ab wann ist {{1::man}} zu dick?","how fat is too fat?","First 1 letter: m...","4209","0.3801347708894879",""
"pass","papa, pass auf!","papa, {{1::pass}} auf!","dad, look out!","First 1 letter: p...","221","0.4084523809523809",""
"füße","die schlittschuhe an die füße und aufs eis!","die schlittschuhe an die {{1::füße}} und aufs eis!","put your skates on and get on the ice.","First 1 letter: f...","118","0.44130548302872064",""
"pass","vorsicht! pass auf!","vorsicht! {{1::pass}} auf!","careful! watch out!","First 1 letter: p...","221","0.4084523809523809",""
"mut","nur mut.","nur {{1::mut}}.","have courage.","First 1 letter: m...","140","0.38138504155124653",""
"tue","rede du nur, ich tue, was ich will.","rede du nur, ich {{1::tue}}, was ich will.","say what you like. i'll do what i want.","First 1 letter: t...","269","0.3821551724137931",""
"kerl","weißt du, wer der kerl ist?","weißt du, wer der {{1::kerl}} ist?","do you know who that guy is?","First 1 letter: k...","110","0.4079454390451833",""
"kerl","wisst ihr, wer der kerl ist?","wisst ihr, wer der {{1::kerl}} ist?","do you know who that guy is?","First 1 letter: k...","110","0.4079454390451833",""
"kerl","wissen sie, wer der kerl ist?","wissen sie, wer der {{1::kerl}} ist?","do you know who that guy is?","First 1 letter: k...","110","0.4079454390451833",""
"hin","mach hin!","mach {{1::hin}}!","hurry up.","First 1 letter: h...","663","0.3830487804878049",""
"halt","halt!","{{1::halt}}!","stop!","First 1 letter: h...","140","0.3413850415512465",""
"tat","wer tat das?","wer {{1::tat}} das?","who did this?","First 1 letter: t...","600","0.35161716171617163",""
"mußt","benimm dich, oder du mußt den raum verlassen.","benimm dich, oder du {{1::mußt}} den raum verlassen.","behave yourself, or you'll have to leave the room.","First 1 letter: m...","276","0.4422222222222222",""
"müßt","benehmt euch, oder ihr müßt den raum verlassen.","benehmt euch, oder ihr {{1::müßt}} den raum verlassen.","behave yourself, or you'll have to leave the room.","First 1 letter: m...","272","0.4421834061135371",""
"müßt","wie weit müßt ihr noch?","wie weit {{1::müßt}} ihr noch?","how much farther do you have to go?","First 1 letter: m...","272","0.4221834061135371",""
"ruft","wen ruft ihr an?","wen {{1::ruft}} ihr an?","who are you calling?","First 1 letter: r...","120","0.3913123359580053",""
"hör","aua! hör auf!","aua! {{1::hör}} auf!","ow! stop it!","First 1 letter: h...","433","0.35401960784313724",""
"fürs","es ist zeit fürs bett.","es ist zeit {{1::fürs}} bett.","time for bed.","First 1 letter: f...","118","0.4213054830287206",""
"füße","mir tun die füße weh.","mir tun die {{1::füße}} weh.","my feet hurt.","First 1 letter: f...","118","0.4213054830287206",""
"tee","nimm dir tee!","nimm dir {{1::tee}}!","have some tea.","First 1 letter: t...","677","0.34947565543071163",""
"seht","wie oft seht ihr fern?","wie oft {{1::seht}} ihr fern?","how often do you watch tv?","First 1 letter: s...","124","0.4213262599469496",""
"wußten","wußten sie das?","{{1::wußten}} sie das?","have you known it?","First 2 letters: wu...","105","0.4012626262626262",""
"füße","leg gern die füße hoch!","leg gern die {{1::füße}} hoch!","put your feet up if you want.","First 1 letter: f...","118","0.4213054830287206",""
"zahl","nimm drei, zahl zwei!","nimm drei, {{1::zahl}} zwei!","buy two, get one free.","First 1 letter: z...","101","0.44125000000000003",""
"tun","tu, was zu tun ist.","tu, was zu {{1::tun}} ist.","do what needs to be done.","First 1 letter: t...","4627","0.36012112403100777",""
"ja","ja.","{{1::ja}}.","yes.","First 1 letter: j...","852","0.22141643059490085",""
"ab","hau ab!","hau {{1::ab}}!","beat it.","First 1 letter: a...","1663","0.3204295532646048",""
"es","sag es.","sag {{1::es}}.","say it.","First 1 letter: e...","29984","0.3200169577751399",""
"fort","mach dich fort!","mach dich {{1::fort}}!","beat it.","First 1 letter: f...","151","0.40809523809523807",""
"seht","ihr seht gut aus!","ihr {{1::seht}} gut aus!","you're looking good!","First 1 letter: s...","124","0.3913262599469496",""
"zahl","kopf oder zahl?","kopf oder {{1::zahl}}?","head or tail?","First 1 letter: z...","101","0.4079166666666667",""
"hin","leg es hin!","leg es {{1::hin}}!","put it down.","First 1 letter: h...","663","0.34971544715447156",""
"üben","man muss es üben.","man muss es {{1::üben}}.","it needs exercise.","First 1 letter: ü...","99","0.3912437810945274",""
"zu","hör zu!","hör {{1::zu}}!","listen.","First 1 letter: z...","31108","0.3200163350648502",""
"grad","bist du grad müde?","bist du {{1::grad}} müde?","are you tired right now?","First 1 letter: g...","98","0.4412406947890819",""
"geh","geh!","{{1::geh}}!","walk.","First 1 letter: g...","454","0.2906382978723404",""
