"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"bekommen","was hat tom bekommen?","was hat tom {{1::bekommen}}?","what did tom get?","First 2 letters: be...","1046","0.4509140767824497",""
"gehabt","was hat tom gehabt?","was hat tom {{1::gehabt}}?","what did tom have?","First 2 letters: ge...","194","0.451628664495114",""
"französischen","tom unterweist mich im französischen.","tom unterweist mich im {{1::französischen}}.","tom teaches me french.","First 3 letters: fra...","109","0.4412755102040816",""
"perfekt","tom spricht perfekt französisch.","tom spricht {{1::perfekt}} französisch.","tom speaks french perfectly.","First 2 letters: pe...","159","0.5014619883040936",""
"treppe","tom ging zurück, die treppe hinunter.","tom ging zurück, die {{1::treppe}} hinunter.","tom went back downstairs.","First 2 letters: tr...","141","0.46805555555555556",""
"geschafft","du hast es geschafft, tom!","du hast es {{1::geschafft}}, tom!","you made it, tom!","First 3 letters: ges...","298","0.48246305418719215",""
"könnte","tom könnte tot sein.","tom {{1::könnte}} tot sein.","tom could be dead.","First 2 letters: kö...","1510","0.45049455984174086",""
"holen","tom kann es holen.","tom kann es {{1::holen}}.","tom can get it.","First 2 letters: ho...","183","0.45157232704402517",""
"holen","tom kann ihn holen.","tom kann ihn {{1::holen}}.","tom can get it.","First 2 letters: ho...","183","0.45157232704402517",""
"machten","sie machten tom zum vorsitzenden.","sie {{1::machten}} tom zum vorsitzenden.","they made tom chairman.","First 2 letters: ma...","114","0.4412919896640827",""
"hörst","du hörst dich wie tom an.","du {{1::hörst}} dich wie tom an.","you sound like tom.","First 2 letters: hö...","129","0.4346774193548387",""
"gebrochen","tom hat mir die nase gebrochen.","tom hat mir die nase {{1::gebrochen}}.","tom broke my nose.","First 3 letters: geb...","161","0.43480392156862746",""
"schließlich","tom verlor schließlich die geduld.","tom verlor {{1::schließlich}} die geduld.","tom finally lost patience.","First 3 letters: sch...","146","0.48140845070422533",""
"ihren","tom neidete maria ihren erfolg.","tom neidete maria {{1::ihren}} erfolg.","tom envied mary's success.","First 2 letters: ih...","1634","0.48044052863436126",""
"geburtstag","tom hat meinen geburtstag vergessen.","tom hat meinen {{1::geburtstag}} vergessen.","tom forgot my birthday.","First 3 letters: geb...","359","0.48352112676056336",""
"mehrere","tom führte mehrere korrekturen durch.","tom führte {{1::mehrere}} korrekturen durch.","tom made several corrections.","First 2 letters: me...","257","0.4820491803278688",""
"wenig","tom sagte sehr wenig.","tom sagte sehr {{1::wenig}}.","tom said very little.","First 2 letters: we...","512","0.4884615384615385",""
"ihren","tom war maria für ihren rat dankbar.","tom war maria für {{1::ihren}} rat dankbar.","tom appreciated mary's advice.","First 2 letters: ih...","1634","0.48615481434864694",""
"nennt","bitte nennt mich tom.","bitte {{1::nennt}} mich tom.","please call me tom.","First 2 letters: ne...","106","0.45126582278481014",""
"nennen","bitte nennen sie mich tom.","bitte {{1::nennen}} sie mich tom.","please call me tom.","First 2 letters: ne...","190","0.4416077170418006",""
"möglicherweise","tom braucht möglicherweise hilfe.","tom braucht {{1::möglicherweise}} hilfe.","tom may need help.","First 3 letters: mög...","145","0.5014044943820224",""
"leiden","kann tom euch leiden?","kann tom euch {{1::leiden}}?","does tom like you?","First 2 letters: le...","245","0.451953125",""
"farbe","tom zwang mary, farbe zu bekennen.","tom zwang mary, {{1::farbe}} zu bekennen.","tom called mary's bluff.","First 2 letters: fa...","305","0.5025510204081632",""
"farbe","tom forderte mary auf, farbe zu bekennen.","tom forderte mary auf, {{1::farbe}} zu bekennen.","tom called mary's bluff.","First 2 letters: fa...","305","0.48826530612244895",""
"fische","tom hat drei fische gefangen.","tom hat drei {{1::fische}} gefangen.","tom caught three fish.","First 2 letters: fi...","179","0.48155279503105586",""
"darin","tom könnte darin verstrickt sein.","tom könnte {{1::darin}} verstrickt sein.","tom could be involved.","First 2 letters: da...","148","0.4814164305949009",""
"haare","tom hat maria die haare geschnitten.","tom hat maria die {{1::haare}} geschnitten.","tom cut mary's hair.","First 2 letters: ha...","446","0.47575757575757577",""
"augen","mach die augen auf, tom!","mach die {{1::augen}} auf, tom!","open your eyes, tom.","First 2 letters: au...","845","0.48144508670520236",""
"solltet","ihr solltet tom anrufen.","ihr {{1::solltet}} tom anrufen.","you should call tom.","First 2 letters: so...","438","0.457936507936508",""
"riecht","es riecht nach tom.","es {{1::riecht}} nach tom.","it smells like tom.","First 2 letters: ri...","108","0.45127226463104325",""
