"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"roman","tom hat angefangen, einen roman zu schreiben.","tom hat angefangen, einen {{1::roman}} zu schreiben.","tom has started writing a novel.","First 2 letters: ro...","215","0.4874625374625375",""
"angelegenheit","tom hielt diese angelegenheit geheim.","tom hielt diese {{1::angelegenheit}} geheim.","tom kept that matter a secret.","First 3 letters: ang...","215","0.48174825174825175",""
"angelegenheit","tom hat diese angelegenheit geheim gehalten.","tom hat diese {{1::angelegenheit}} geheim gehalten.","tom kept that matter a secret.","First 3 letters: ang...","215","0.5017482517482518",""
"stock","tom konnte nur mit stock gehen.","tom konnte nur mit {{1::stock}} gehen.","tom couldn't walk without a cane.","First 2 letters: st...","126","0.468",""
"soviel","ich reise soviel wie tom.","ich reise {{1::soviel}} wie tom.","i travel as much as tom.","First 2 letters: so...","113","0.4812886597938144",""
"verkaufen","tom will den hof verkaufen.","tom will den hof {{1::verkaufen}}.","tom wants to sell the farm.","First 3 letters: ver...","273","0.44219298245614036",""
"faul","tom ist so faul wie immer.","tom ist so {{1::faul}} wie immer.","tom is as lazy as ever.","First 1 letter: f...","124","0.44132625994694963",""
"ehemann","tom schien der ideale ehemann zu sein.","tom schien der ideale {{1::ehemann}} zu sein.","tom seemed like the ideal husband.","First 2 letters: eh...","103","0.48697056712132086",""
"erreichen","tom rannte, um den zug noch zu erreichen.","tom rannte, um den zug noch zu {{1::erreichen}}.","tom ran to catch the train.","First 3 letters: err...","209","0.4267123287671233",""
"studieren","tom will studieren.","tom will {{1::studieren}}.","tom wants to go to college.","First 3 letters: stu...","247","0.46863517060367454",""
"kiste","tom packte die kiste mit lebensmitteln voll.","tom packte die {{1::kiste}} mit lebensmitteln voll.","tom filled the box with food.","First 2 letters: ki...","197","0.48735902255639096",""
"wünschte","ich wünschte, ich sähe aus wie tom!","ich {{1::wünschte}}, ich sähe aus wie tom!","i wish i looked like tom.","First 2 letters: wü...","733","0.4307081807081807",""
"wünschen","ich muss toms wünschen entsprechend handeln.","ich muss toms {{1::wünschen}} entsprechend handeln.","i must do as tom wishes.","First 2 letters: wü...","104","0.5012594458438286",""
"eigene","tom ist in seine eigene falle gegangen.","tom ist in seine {{1::eigene}} falle gegangen.","tom fell into his own trap.","First 2 letters: ei...","130","0.48706199460916444",""
"unterwegs","ich habe tom unterwegs getroffen.","ich habe tom {{1::unterwegs}} getroffen.","i met tom on the way.","First 3 letters: unt...","106","0.4812658227848101",""
"wohne","weiß tom, wo ich wohne?","weiß tom, wo ich {{1::wohne}}?","does tom know where i live?","First 2 letters: wo...","236","0.44188679245283013",""
"supermarkt","ich traf tom im supermarkt.","ich traf tom im {{1::supermarkt}}.","i met tom at the supermarket.","First 3 letters: sup...","116","0.4412987012987013",""
"supermarkt","ich habe tom im supermarkt getroffen.","ich habe tom im {{1::supermarkt}} getroffen.","i met tom at the supermarket.","First 3 letters: sup...","116","0.467965367965368",""
"regel","ich habe tom die regel erklärt.","ich habe tom die {{1::regel}} erklärt.","i explained the rule to tom.","First 2 letters: re...","109","0.4679421768707483",""
"tages","vielleicht ist eines tages tom der chef.","vielleicht ist eines {{1::tages}} tom der chef.","tom may be the boss someday.","First 2 letters: ta...","197","0.48735902255639096",""
"roten","tom hielt an der roten ampel.","tom hielt an der {{1::roten}} ampel.","tom stopped at the red light.","First 2 letters: ro...","123","0.467989417989418",""
"stimmen","tom und ich stimmen nicht immer überein.","tom und ich {{1::stimmen}} nicht immer überein.","tom and i don't always agree.","First 2 letters: st...","119","0.4870231862378459",""
"weder","ich weiß, dass tom weder lesen noch schreiben kann.","ich weiß, dass tom {{1::weder}} lesen noch schreiben kann.","i know that tom is illiterate.","First 2 letters: we...","187","0.49048124557678696",""
