"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"rosen","tom hat mir rosen gekauft.","tom hat mir {{1::rosen}} gekauft.","tom bought me roses.","First 2 letters: ro...","109","0.48127551020408166",""
"meiner","tom hat sich von meiner schwester scheiden lassen.","tom hat sich von {{1::meiner}} schwester scheiden lassen.","tom divorced my sister.","First 2 letters: me...","1341","0.5005938242280286",""
"meiner","tom ließ sich von meiner schwester scheiden.","tom ließ sich von {{1::meiner}} schwester scheiden.","tom divorced my sister.","First 2 letters: me...","1341","0.4863081099423142",""
"erfahrung","hat tom erfahrung?","hat tom {{1::erfahrung}}?","does tom have experience?","First 3 letters: erf...","212","0.4683967704728951",""
"musst","du musst es tom sagen.","du {{1::musst}} es tom sagen.","you must tell tom.","First 2 letters: mu...","1211","0.44070224719101125",""
"mann","tom kennt den mann von mary.","tom kennt den {{1::mann}} von mary.","tom knows mary's husband.","First 1 letter: m...","1759","0.4403968253968254",""
"hierbleiben","tom muß hierbleiben.","tom muß {{1::hierbleiben}}.","tom must stay here.","First 3 letters: hie...","117","0.46796875",""
"dieses","tom hat dieses haus gebaut.","tom hat {{1::dieses}} haus gebaut.","tom built this house.","First 2 letters: di...","4011","0.4801423690205011",""
"überall","tom könnte überall sein.","tom könnte {{1::überall}} sein.","tom might be anywhere.","First 2 letters: üb...","249","0.501984126984127",""
"krankenhaus","tom sollte ins krankenhaus eingeliefert werden.","tom sollte ins {{1::krankenhaus}} eingeliefert werden.","tom should be hospitalized.","First 3 letters: kra...","450","0.5098039215686274",""
"heiraten","tom sollte heiraten.","tom sollte {{1::heiraten}}.","tom should get married.","First 2 letters: he...","401","0.4716666666666667",""
"tragen","laßt euch von tom tragen!","laßt euch von tom {{1::tragen}}!","let tom carry you.","First 2 letters: tr...","442","0.44847457627118636",""
"hübsch","tom sagt, ich sei hübsch.","tom sagt, ich sei {{1::hübsch}}.","tom says i'm pretty.","First 2 letters: hü...","177","0.44154320987654316",""
