"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"gezeigt","tom hat es mir gezeigt.","tom hat es mir {{1::gezeigt}}.","tom taught me.","First 2 letters: ge...","108","0.4412722646310432",""
"äpfel","tom mag äpfel.","tom mag {{1::äpfel}}.","tom likes apples.","First 2 letters: äp...","251","0.4686666666666667",""
"gestern","tom ist gestern angekommen.","tom ist {{1::gestern}} angekommen.","tom arrived yesterday.","First 2 letters: ge...","2126","0.5003073140749846",""
"verstand","tom verstand es nicht.","tom {{1::verstand}} es nicht.","tom couldn't understand.","First 2 letters: ve...","143","0.45139664804469276",""
"erzählte","tom erzählte es ihm.","tom {{1::erzählte}} es ihm.","tom told him.","First 2 letters: er...","176","0.45153846153846156",""
"davor","tom hat uns davor gewarnt.","tom hat uns {{1::davor}} gewarnt.","tom warned us.","First 2 letters: da...","153","0.48143678160919545",""
"gebaut","tom hat es gebaut.","tom hat es {{1::gebaut}}.","tom built it.","First 2 letters: ge...","174","0.4515290519877676",""
"treppe","tom kam die treppe herunter.","tom kam die {{1::treppe}} herunter.","tom came downstairs.","First 2 letters: tr...","141","0.48138888888888887",""
"erster","tom kam als erster.","tom kam als {{1::erster}}.","tom came first.","First 2 letters: er...","161","0.4514705882352941",""
"hilft","tom hilft uns.","tom {{1::hilft}} uns.","tom helps us.","First 2 letters: hi...","260","0.46874135546334716",""
"falsche","tom gab die falsche antwort.","tom gab die {{1::falsche}} antwort.","tom answered incorrectly.","First 2 letters: fa...","113","0.4812886597938144",""
"beinahe","tom wäre beinahe in ohnmacht gefallen.","tom wäre {{1::beinahe}} in ohnmacht gefallen.","tom nearly fainted.","First 2 letters: be...","140","0.4680517082179132",""
"weise","tom kam auf tragische weise ums leben.","tom kam auf tragische {{1::weise}} ums leben.","tom died tragically.","First 2 letters: we...","179","0.4872670807453416",""
"völlig","tom ist völlig durchgedreht.","tom ist {{1::völlig}} durchgedreht.","tom went berserk.","First 2 letters: vö...","399","0.5049019607843137",""
"gefühl","tom hat das gefühl, dass man ihn nicht genug schätzt.","tom hat das {{1::gefühl}}, dass man ihn nicht genug schätzt.","tom feels underappreciated.","First 2 letters: ge...","135","0.46136612021857926",""
"weinen","tom könnte weinen.","tom könnte {{1::weinen}}.","tom might cry.","First 2 letters: we...","326","0.4695238095238095",""
"schlug","tom schlug das vor.","tom {{1::schlug}} das vor.","tom suggested that.","First 2 letters: sc...","246","0.4519607843137255",""
"nötig","tom hat dich nötig.","tom hat dich {{1::nötig}}.","tom needs you.","First 2 letters: nö...","141","0.4513888888888889",""
"wein","tom hat wein.","tom hat {{1::wein}}.","tom has wine.","First 1 letter: w...","399","0.41156862745098044",""
"macht","tom macht alles.","tom {{1::macht}} alles.","tom does everything.","First 2 letters: ma...","2152","0.4669691470054447",""
"reden","er fuhr fort zu reden.","er fuhr fort zu {{1::reden}}.","tom resumed speaking.","First 2 letters: re...","1124","0.44079999999999997",""
"reden","tom fing wieder zu reden an.","tom fing wieder zu {{1::reden}} an.","tom resumed speaking.","First 2 letters: re...","1124","0.4674666666666667",""
"vermutlich","tom weiß es vermutlich.","tom weiß es {{1::vermutlich}}.","tom probably knows.","First 3 letters: ver...","147","0.4514124293785311",""
"alle","tom mag alle.","tom mag {{1::alle}}.","tom likes everyone.","First 1 letter: a...","3564","0.4068297988036977",""
"böse","tom sah böse aus.","tom sah {{1::böse}} aus.","tom looked mad.","First 1 letter: b...","272","0.4421834061135371",""
"fühle","tom fühle sich machtlos.","tom {{1::fühle}} sich machtlos.","tom felt powerless.","First 2 letters: fü...","337","0.4530487804878049",""
"aufmerksamkeit","tom sehnte sich nach aufmerksamkeit.","tom sehnte sich nach {{1::aufmerksamkeit}}.","tom craved attention.","First 3 letters: auf...","115","0.4412953367875647",""
"aufgehört","hat tom aufgehört?","hat tom {{1::aufgehört}}?","has tom quit?","First 3 letters: auf...","210","0.4683848797250859",""
"geschickt","tom hat mich geschickt.","tom hat mich {{1::geschickt}}.","tom sent me.","First 3 letters: ges...","221","0.4517857142857143",""
"keiner","keiner hat tom erkannt.","{{1::keiner}} hat tom erkannt.","nobody recognized tom.","First 2 letters: ke...","500","0.9",""
"bäume","tom hat bäume gepflanzt.","tom hat {{1::bäume}} gepflanzt.","tom planted trees.","First 2 letters: bä...","196","0.5016393442622951",""
