"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"deshalb","deshalb ist tom hier.","{{1::deshalb}} ist tom hier.","that's why tom is here.","First 2 letters: de...","128","0.40134048257372656",""
"stärker","tom ist stärker als du.","tom ist {{1::stärker}} als du.","tom is stronger than you.","First 2 letters: st...","118","0.48130548302872067",""
"stärker","tom ist stärker als ihr.","tom ist {{1::stärker}} als ihr.","tom is stronger than you.","First 2 letters: st...","118","0.48130548302872067",""
"stärker","tom ist stärker als sie.","tom ist {{1::stärker}} als sie.","tom is stronger than you.","First 2 letters: st...","118","0.48130548302872067",""
"kindern","tom kann gut mit kindern umgehen.","tom kann gut mit {{1::kindern}} umgehen.","tom is good with kids.","First 2 letters: ki...","329","0.4695736434108527",""
"böse","tom ist böse auf mich.","tom ist {{1::böse}} auf mich.","tom is angry with me.","First 1 letter: b...","272","0.4221834061135371",""
"irgend","tom ist mit irgend etwas beschäftigt.","tom ist mit {{1::irgend}} etwas beschäftigt.","tom is busy doing something.","First 2 letters: ir...","109","0.5012755102040816",""
"nachmittag","tom ist heute nachmittag beschäftigt.","tom ist heute {{1::nachmittag}} beschäftigt.","tom is busy this afternoon.","First 3 letters: nac...","389","0.4844642857142857",""
"kann","tom kann das gut.","tom {{1::kann}} das gut.","tom is good at this.","First 1 letter: k...","9193","0.3900575109270762",""
"darin","tom ist gut darin.","tom ist gut {{1::darin}}.","tom is good at this.","First 2 letters: da...","148","0.4514164305949009",""
"mathematik","tom ist gut in mathematik.","tom ist gut in {{1::mathematik}}.","tom is good at mathematics.","First 3 letters: mat...","127","0.4413368983957219",""
"jedem","tom begegnet jedem mit großmut.","tom begegnet {{1::jedem}} mit großmut.","tom is generous to everyone.","First 2 letters: je...","241","0.4819230769230769",""
"passieren","tom wusste, dass das passieren würde.","tom wusste, dass das {{1::passieren}} würde.","tom knew that would happen.","First 3 letters: pas...","341","0.46979166666666666",""
"pläne","tom hat seine pläne geändert.","tom hat seine {{1::pläne}} geändert.","tom has changed his plans.","First 2 letters: pl...","128","0.4813404825737265",""
"gewohnt","tom ist es gewohnt zu gewinnen.","tom ist es {{1::gewohnt}} zu gewinnen.","tom is accustomed to winning.","First 2 letters: ge...","237","0.5018939393939394",""
"regnet","bei tom regnet es gerade.","bei tom {{1::regnet}} es gerade.","it's raining where tom is.","First 2 letters: re...","342","0.4831446540880503",""
"soweit","ist tom hier soweit fertig?","ist tom hier {{1::soweit}} fertig?","is tom almost finished here?","First 2 letters: so...","174","0.48152905198776763",""
"bleistift","tom spitzt seinen bleistift an.","tom spitzt seinen {{1::bleistift}} an.","tom is sharpening his pencil.","First 3 letters: ble...","131","0.4813513513513513",""
"monate","tom ist drei monate alt.","tom ist drei {{1::monate}} alt.","tom is three months old.","First 2 letters: mo...","162","0.4814749262536874",""
"befreundet","warst du mit tom befreundet?","warst du mit tom {{1::befreundet}}?","were you and tom friends?","First 3 letters: bef...","196","0.441639344262295",""
"nächste","tom wird nächste woche kommen.","tom wird {{1::nächste}} woche kommen.","tom is coming next week.","First 2 letters: nä...","454","0.4906382978723405",""
"geschehen","tom hat vorhergesehen, dass dies geschehen würde.","tom hat vorhergesehen, dass dies {{1::geschehen}} würde.","tom predicted this would happen.","First 3 letters: ges...","327","0.46001642036124796",""
"geschichte","tom ist lehrer für geschichte und biologie.","tom ist lehrer für {{1::geschichte}} und biologie.","tom teaches history and biology.","First 3 letters: ges...","796","0.4873977873977874",""
"weit","tom ist zu weit weg.","tom ist zu {{1::weit}} weg.","tom is too far away.","First 1 letter: w...","584","0.4258823529411765",""
"zahlen","tom kann gut mit zahlen.","tom kann gut mit {{1::zahlen}}.","tom is good with numbers.","First 2 letters: za...","192","0.44161812297734626",""
"frauen","tom wird von den frauen geliebt.","tom wird von den {{1::frauen}} geliebt.","tom is loved by women.","First 2 letters: fr...","389","0.4711309523809524",""
"beschloss","tom beschloss, dort hinzugehen.","tom {{1::beschloss}}, dort hinzugehen.","tom decided to go there.","First 3 letters: bes...","139","0.4513812154696133",""
"sollten","vielleicht sollten wir tom helfen.","vielleicht {{1::sollten}} wir tom helfen.","we'd better go help tom.","First 2 letters: so...","1212","0.4407012622720897",""
"sache","ich gehe dann und sage tom, was sache ist.","ich gehe dann und sage tom, was {{1::sache}} ist.","i'll go let tom know.","First 2 letters: sa...","327","0.44731800766283525",""
"sag","geh und sag das tom!","geh und {{1::sag}} das tom!","go tell that to tom.","First 1 letter: s...","752","0.3619762845849802",""
"jemals","geht tom jemals laufen?","geht tom {{1::jemals}} laufen?","does tom ever go running?","First 2 letters: je...","255","0.5020325203252032",""
"sieben","tom wachte um halb sieben auf.","tom wachte um halb {{1::sieben}} auf.","tom woke up at 6:30.","First 2 letters: si...","323","0.4694756554307116",""
"französische","tom kennt viele französische lieder.","tom kennt viele {{1::französische}} lieder.","tom knows many french songs.","First 3 letters: fra...","193","0.4816233766233766",""
"gehe","ich gehe mit tom aus.","ich {{1::gehe}} mit tom aus.","i'm going out with tom.","First 1 letter: g...","964","0.38107526881720427",""
"ausgehen","wollte tom mit dir ausgehen?","wollte tom mit dir {{1::ausgehen}}?","did tom ask you out?","First 2 letters: au...","127","0.4413368983957219",""
"lieder","tom hat früher lieder geschrieben.","tom hat früher {{1::lieder}} geschrieben.","tom used to write songs.","First 2 letters: li...","134","0.48136239782016355",""
"menschen","tom verachtet menschen, die lügen.","tom verachtet {{1::menschen}}, die lügen.","tom despises people who lie.","First 2 letters: me...","1134","0.48078740157480315",""
"deutsche","tom schmeckt die deutsche küche nicht.","tom schmeckt die {{1::deutsche}} küche nicht.","tom doesn't like german food.","First 2 letters: de...","108","0.5012722646310432",""
"dessen","tom ist sich dessen nicht sicher.","tom ist sich {{1::dessen}} nicht sicher.","tom isn't sure of that.","First 2 letters: de...","120","0.5013123359580052",""
"aufhalten","wir müssen tom aufhalten.","wir müssen tom {{1::aufhalten}}.","we have to stop tom.","First 3 letters: auf...","140","0.45138504155124654",""
"kümmern","sie werden sich um tom kümmern.","sie werden sich um tom {{1::kümmern}}.","they'll take care of tom.","First 2 letters: kü...","206","0.4350282485875706",""
"miteinander","begrüßt tom, alle miteinander!","begrüßt tom, alle {{1::miteinander}}!","say ""hi"" to tom, everyone.","First 3 letters: mit...","265","0.4521186440677966",""
"erinnerst","du erinnerst mich an tom.","du {{1::erinnerst}} mich an tom.","you remind me of tom.","First 3 letters: eri...","98","0.4412406947890819",""
"eindruck","welchen eindruck hast du von tom?","welchen {{1::eindruck}} hast du von tom?","what's your impression of tom?","First 2 letters: ei...","216","0.43508771929824563",""
"eindruck","welchen eindruck habt ihr von tom?","welchen {{1::eindruck}} habt ihr von tom?","what's your impression of tom?","First 2 letters: ei...","216","0.43508771929824563",""
"stück","tom hat drei stück davon.","tom hat drei {{1::stück}} davon.","tom has three of them.","First 2 letters: st...","280","0.482262443438914",""
"nachdem","tom kam, nachdem du gegangen warst.","tom kam, {{1::nachdem}} du gegangen warst.","tom came after you left.","First 2 letters: na...","118","0.46797214969538725",""
"seid","tom weiß, wer ihr seid.","tom weiß, wer ihr {{1::seid}}.","tom knows who you are.","First 1 letter: s...","1759","0.3803968253968254",""
"natürlich","tom stritt natürlich alles ab.","tom stritt {{1::natürlich}} alles ab.","tom denied everything, of course.","First 3 letters: nat...","207","0.4817006802721089",""
"täglich","läuft tom täglich?","läuft tom {{1::täglich}}?","does tom run every day?","First 2 letters: tä...","121","0.4679824561403509",""
"eigenes","tom baut sein eigenes essen an.","tom baut sein {{1::eigenes}} essen an.","tom grows his own food.","First 2 letters: ei...","118","0.5013054830287207",""
"zeit","wie viel zeit hat tom?","wie viel {{1::zeit}} hat tom?","how long does tom have?","First 1 letter: z...","3007","0.42019936204146735",""
"mussten","wir mussten tom stoppen.","wir {{1::mussten}} tom stoppen.","we had to stop tom.","First 2 letters: mu...","113","0.45128865979381444",""
"blaue","tom hat stechend blaue augen.","tom hat stechend {{1::blaue}} augen.","tom has piercing blue eyes.","First 2 letters: bl...","126","0.4813333333333334",""
