"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"eis","er mag eis.","er mag {{1::eis}}.","he likes ice cream.","First 1 letter: e...","227","0.3484914841849148",""
"acht","er geht um acht uhr.","er geht um {{1::acht}} uhr.","he leaves at eight.","First 1 letter: a...","295","0.42242718446601946",""
"sieh","hey, sieh dir das an.","hey, {{1::sieh}} dir das an.","hey, look at this.","First 1 letter: s...","184","0.38157728706624605",""
"berg","wie hoch ist der berg fuji?","wie hoch ist der {{1::berg}} fuji?","how high is mt. fuji?","First 1 letter: b...","165","0.4081547619047619",""
"bill","tom ist schon hier, aber bill ist noch nicht gekommen.","tom ist schon hier, aber {{1::bill}} ist noch nicht gekommen.","tom's already here, but bill hasn't come yet.","First 1 letter: b...","108","0.4412722646310433",""
"bill","tom ist schon da, doch bill ist noch nicht gekommen.","tom ist schon da, doch {{1::bill}} ist noch nicht gekommen.","tom's already here, but bill hasn't come yet.","First 1 letter: b...","108","0.4412722646310433",""
"halt","so ist er halt.","so ist er {{1::halt}}.","that's the way he is.","First 1 letter: h...","140","0.39138504155124654",""
"meer","er ritt auf das meer zu.","er ritt auf das {{1::meer}} zu.","he rode towards the sea.","First 1 letter: m...","272","0.4088500727802038",""
"her","wie kam er her?","wie kam er {{1::her}}?","how did he come here?","First 1 letter: h...","465","0.3438888888888889",""
"spaß","er sagt, er hat spaß.","er sagt, er hat {{1::spaß}}.","he says he's having fun.","First 1 letter: s...","660","0.38310559006211176",""
"tun","er hat zu tun.","er hat zu {{1::tun}}.","he has things to do.","First 1 letter: t...","4627","0.3301211240310078",""
"dank","tausend dank!","tausend {{1::dank}}!","thanks a lot!","First 1 letter: d...","273","0.44219298245614036",""
"dorf","es ist ein dorf.","es ist ein {{1::dorf}}.","it's a village.","First 1 letter: d...","242","0.39193050193050194",""
"meins","es ist meins, nicht seins.","es ist {{1::meins}}, nicht seins.","it's mine, not his.","First 2 letters: me...","98","0.48124069478908194",""
"meins","es ist meins, nicht ihres.","es ist {{1::meins}}, nicht ihres.","it's mine, not hers.","First 2 letters: me...","98","0.48124069478908194",""
"mond","er sah zum mond auf.","er sah zum {{1::mond}} auf.","he looked up at the moon.","First 1 letter: m...","164","0.4214836795252226",""
"ruft","julia weint und ruft nach aemilia.","julia weint und {{1::ruft}} nach aemilia.","julia cries and calls for emily.","First 1 letter: r...","120","0.44131233595800523",""
"sinn","er redet ohne sinn und zusammenhang.","er redet ohne {{1::sinn}} und zusammenhang.","he speaks without meaning or cohesion.","First 1 letter: s...","299","0.4424752475247525",""
"dame","er half der dame ins auto.","er half der {{1::dame}} ins auto.","he helped the lady into the car.","First 1 letter: d...","136","0.4413698630136986",""
"tief","er liest oft bis tief in die nacht.","er liest oft bis {{1::tief}} in die nacht.","he often reads far into the night.","First 1 letter: t...","198","0.4416501650165017",""
"muß","ich muß mal.","ich {{1::muß}} mal.","i need a bathroom.","First 1 letter: m...","378","0.35073170731707315",""
"erledigt","sie erledigt botengänge.","sie {{1::erledigt}} botengänge.","she is a runner.","First 2 letters: er...","100","0.4679135494596841",""
"dies","ist dies ein löwe?","ist {{1::dies}} ein löwe?","is that a lion?","First 1 letter: d...","873","0.39133689839572194",""
"flug","guten flug!","guten {{1::flug}}!","have a nice flight.","First 1 letter: f...","107","0.4412690355329949",""
"flug","schönen flug!","schönen {{1::flug}}!","have a nice flight.","First 1 letter: f...","107","0.4412690355329949",""
