"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"jeder","bei tom bekommt jeder eine zweite chance.","bei tom bekommt {{1::jeder}} eine zweite chance.","tom gives everyone a second chance.","First 2 letters: je...","923","0.4868935309973046",""
"taxi","tom rief mir ein taxi.","tom rief mir ein {{1::taxi}}.","tom called a taxi for me.","First 1 letter: t...","240","0.3819157088122605",""
"london","tom ging von rom nach london.","tom ging von rom nach {{1::london}}.","tom went from rome to london.","First 2 letters: lo...","273","0.43552631578947365",""
"bessere","tom ist immer noch die bessere wahl.","tom ist immer noch die {{1::bessere}} wahl.","tom is still the better choice.","First 2 letters: be...","127","0.45847975553857906",""
"haut","tom ist nur haut und knochen.","tom ist nur {{1::haut}} und knochen.","tom is all skin and bones.","First 1 letter: h...","99","0.44124378109452733",""
"stück","tom aß ein stück pizza.","tom aß ein {{1::stück}} pizza.","tom ate a slice of pizza.","First 2 letters: st...","280","0.482262443438914",""
"anderes","tom tut nichts anderes, als fernzusehen.","tom tut nichts {{1::anderes}}, als fernzusehen.","all tom does is watch tv.","First 2 letters: an...","394","0.5046728971962617",""
"zufällig","bist du zufällig tom?","bist du {{1::zufällig}} tom?","are you, by any chance, tom?","First 2 letters: zu...","221","0.5017857142857143",""
"alle","ihr erinnert euch doch noch alle an tom, oder?","ihr erinnert euch doch noch {{1::alle}} an tom, oder?","you all remember tom, don't you?","First 1 letter: a...","3564","0.4290520210259199",""
"karte","tom beschloss, alles auf eine karte zu setzen.","tom beschloss, alles auf eine {{1::karte}} zu setzen.","tom decided to risk it all.","First 2 letters: ka...","191","0.4766129032258064",""
"aller","tom kämpfte mit aller kraft.","tom kämpfte mit {{1::aller}} kraft.","tom fought with all his strength.","First 2 letters: al...","155","0.48144508670520236",""
"kaum","ich sehe tom kaum noch.","ich sehe tom {{1::kaum}} noch.","i hardly ever see tom anymore.","First 1 letter: k...","653","0.42324675324675326",""
