"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"erinnere","ich erinnere mich sehr gut an tom.","ich {{1::erinnere}} mich sehr gut an tom.","i remember tom quite well.","First 2 letters: er...","228","0.4304029304029304",""
"erlaubt","ich habe tom erlaubt, mich zu küssen.","ich habe tom {{1::erlaubt}}, mich zu küssen.","i let tom kiss me.","First 2 letters: er...","127","0.48705118411000764",""
"wohin","ich weiß, wohin tom gefahren ist.","ich weiß, {{1::wohin}} tom gefahren ist.","i know where tom went.","First 2 letters: wo...","389","0.4711309523809524",""
"wohin","ich weiß, wohin tom fuhr.","ich weiß, {{1::wohin}} tom fuhr.","i know where tom went.","First 2 letters: wo...","389","0.4844642857142857",""
"erinnern","ich dachte, dass tom sich erinnern würde.","ich dachte, dass tom sich {{1::erinnern}} würde.","i thought tom would remember.","First 2 letters: er...","306","0.4597069597069597",""
"wärst","ich dachte, du wärst tom.","ich dachte, du {{1::wärst}} tom.","i thought you were tom.","First 2 letters: wä...","107","0.48126903553299494",""
"seien","ich dachte, sie seien tom.","ich dachte, sie {{1::seien}} tom.","i thought you were tom.","First 2 letters: se...","427","0.4867567567567568",""
"vollkommen","ich stimme tom vollkommen zu.","ich stimme tom {{1::vollkommen}} zu.","i agree with tom absolutely.","First 3 letters: vol...","119","0.48130890052356023",""
"vor","tom kam vor mir an.","tom kam {{1::vor}} mir an.","tom arrived before i did.","First 1 letter: v...","4665","0.3601200192030725",""
"vor","tom war vor mir da.","tom war {{1::vor}} mir da.","tom arrived before i did.","First 1 letter: v...","4665","0.3601200192030725",""
"wußte","ich wußte, daß tom eine hat.","ich {{1::wußte}}, daß tom eine hat.","i knew tom had one.","First 2 letters: wu...","230","0.4351783517835178",""
"wußte","ich wußte, daß tom eins hat.","ich {{1::wußte}}, daß tom eins hat.","i knew tom had one.","First 2 letters: wu...","230","0.4351783517835178",""
"lehnte","tom lehnte an der wand.","tom {{1::lehnte}} an der wand.","tom leaned against the wall.","First 2 letters: le...","106","0.4412658227848101",""
"licht","tom schaltete das licht aus.","tom schaltete das {{1::licht}} aus.","tom switched off the light.","First 2 letters: li...","421","0.48624999999999996",""
"über","tom beklagte sich über das essen.","tom beklagte sich {{1::über}} das essen.","tom complained about the food.","First 1 letter: ü...","3716","0.44015542430836185",""
"zuhause","tom ist fort von zuhause.","tom ist fort von {{1::zuhause}}.","tom is away from home.","First 2 letters: zu...","211","0.4417241379310345",""
"regeln","lass das tom regeln.","lass das tom {{1::regeln}}.","let's let tom handle that.","First 2 letters: re...","198","0.4516501650165017",""
"wohnen","wo wird tom wohnen?","wo wird tom {{1::wohnen}}?","where's tom going to live?","First 2 letters: wo...","433","0.4573529411764706",""
"fernseher","tom schaltete den fernseher ein.","tom schaltete den {{1::fernseher}} ein.","tom turned on the tv.","First 3 letters: fer...","213","0.48173611111111114",""
"legte","tom legte auf.","tom {{1::legte}} auf.","tom hung up the phone.","First 2 letters: le...","289","0.46902515723270444",""
"thema","tom hat das thema angesprochen.","tom hat das {{1::thema}} angesprochen.","tom brought up the subject.","First 2 letters: th...","207","0.4817006802721089",""
"polizei","hat die polizei tom festgenommen?","hat die {{1::polizei}} tom festgenommen?","did the police arrest tom?","First 2 letters: po...","504","0.5800000000000001",""
"geschäft","kann tom das geschäft abschließen?","kann tom das {{1::geschäft}} abschließen?","can tom close the deal?","First 2 letters: ge...","234","0.48187265917602995",""
"falschen","tom hat den falschen knopf gedrückt.","tom hat den {{1::falschen}} knopf gedrückt.","tom hit the wrong button.","First 2 letters: fa...","126","0.5013333333333334",""
"natürlich","tom irrt sich natürlich.","tom irrt sich {{1::natürlich}}.","of course, tom is wrong.","First 3 letters: nat...","207","0.45170068027210886",""
"zuhause","das ist dein zuhause, tom.","das ist dein {{1::zuhause}}, tom.","this is your home, tom.","First 2 letters: zu...","211","0.4817241379310345",""
"allem","tom ist zu allem fähig.","tom ist zu {{1::allem}} fähig.","tom is capable of anything.","First 2 letters: al...","245","0.481953125",""
"bringt","tom bringt mich zur schule.","tom {{1::bringt}} mich zur schule.","tom takes me to school.","First 2 letters: br...","323","0.44280898876404495",""
"offen","tom ließ die tür offen.","tom ließ die tür {{1::offen}}.","tom left the door open.","First 2 letters: of...","223","0.44179856115107907",""
"zukunft","tom kam aus der zukunft.","tom kam aus der {{1::zukunft}}.","tom came from the future.","First 2 letters: zu...","298","0.4424630541871921",""
"worum","tom begriff nicht, worum es ging.","tom begriff nicht, {{1::worum}} es ging.","tom didn't get the point.","First 2 letters: wo...","185","0.5015822784810127",""
"falsche","tom hat die falsche entscheidung getroffen.","tom hat die {{1::falsche}} entscheidung getroffen.","tom made the wrong decision.","First 2 letters: fa...","113","0.5012886597938144",""
"richtige","tom hat die richtige wahl getroffen.","tom hat die {{1::richtige}} wahl getroffen.","tom made the right choice.","First 2 letters: ri...","247","0.5019685039370079",""
"flughafen","tom ging zum flughafen.","tom ging zum {{1::flughafen}}.","tom went to the airport.","First 3 letters: flu...","248","0.45197628458498024",""
"geöffnet","hat tom die tür geöffnet?","hat tom die tür {{1::geöffnet}}?","did tom open the door?","First 2 letters: ge...","186","0.44158730158730153",""
"ersten","tom hat den ersten schritt getan.","tom hat den {{1::ersten}} schritt getan.","tom made the first move.","First 2 letters: er...","423","0.5064102564102564",""
"öffnen","tom weigerte sich, die tür zu öffnen.","tom weigerte sich, die tür zu {{1::öffnen}}.","tom wouldn't open the door.","First 2 letters: öf...","275","0.4307838179519595",""
"kindern","tom bringt den kindern französisch bei.","tom bringt den {{1::kindern}} französisch bei.","tom teaches the children french.","First 2 letters: ki...","329","0.502906976744186",""
"herzen","tom ist im herzen jung.","tom ist im {{1::herzen}} jung.","tom is young at heart.","First 2 letters: he...","131","0.4813513513513513",""
"aufgestanden","tom ist aufgestanden und weggegangen.","tom ist {{1::aufgestanden}} und weggegangen.","tom stood up and left.","First 3 letters: auf...","115","0.48129533678756475",""
"hemd","tom zog sein hemd aus.","tom zog sein {{1::hemd}} aus.","tom took his shirt off.","First 1 letter: h...","262","0.42209205020920504",""
"richtige","tom hat das richtige getan.","tom hat das {{1::richtige}} getan.","tom did the right thing.","First 2 letters: ri...","247","0.48196850393700785",""
"nächsten","tom kündigte am nächsten tag.","tom kündigte am {{1::nächsten}} tag.","tom resigned the next day.","First 2 letters: nä...","626","0.4839370078740157",""
"angebot","tom schlug das angebot aus.","tom schlug das {{1::angebot}} aus.","tom turned down the offer.","First 2 letters: an...","211","0.4817241379310345",""
"regeln","tom kannte die regeln nicht.","tom kannte die {{1::regeln}} nicht.","tom didn't know the rules.","First 2 letters: re...","198","0.4816501650165017",""
"lehrerin","tom beschwerte sich bei der lehrerin.","tom beschwerte sich bei der {{1::lehrerin}}.","tom complained to the teacher.","First 2 letters: le...","356","0.4367816091954023",""
"richtung","tom schritt in richtung tür.","tom schritt in {{1::richtung}} tür.","tom walked towards the door.","First 2 letters: ri...","123","0.4813227513227514",""
"gepäck","tom setzte das gepäck ab.","tom setzte das {{1::gepäck}} ab.","tom put the luggage down.","First 2 letters: ge...","120","0.48131233595800527",""
"konzert","tom hätte das konzert gefallen.","tom hätte das {{1::konzert}} gefallen.","tom would've loved the concert.","First 2 letters: ko...","200","0.48166112956810636",""
"vorschlag","tom unterstützte den vorschlag voll und ganz.","tom unterstützte den {{1::vorschlag}} voll und ganz.","tom supported the proposal wholeheartedly.","First 3 letters: vor...","203","0.487392138063279",""
"türen","tom zog die türen zu.","tom zog die {{1::türen}} zu.","tom pulled the doors shut.","First 2 letters: tü...","106","0.4812658227848101",""
"suppe","tom aß die suppe auf.","tom aß die {{1::suppe}} auf.","tom finished off the soup.","First 2 letters: su...","190","0.4816077170418006",""
"suppe","tom hat die suppe aufgegessen.","tom hat die {{1::suppe}} aufgegessen.","tom finished off the soup.","First 2 letters: su...","190","0.4816077170418006",""
"fliegen","tom scheuchte die fliegen weg.","tom scheuchte die {{1::fliegen}} weg.","tom shooed the flies away.","First 2 letters: fl...","208","0.48170648464163823",""
"fliegen","tom verscheuchte die fliegen.","tom verscheuchte die {{1::fliegen}}.","tom shooed the flies away.","First 2 letters: fl...","208","0.45170648464163826",""
"gefühl","tom gibt mir ein gefühl von sicherheit.","tom gibt mir ein {{1::gefühl}} von sicherheit.","tom makes me feel safe.","First 2 letters: ge...","135","0.48708040593286495",""
"einladung","tom schlug die einladung aus.","tom schlug die {{1::einladung}} aus.","tom didn't accept the invitation.","First 3 letters: ein...","108","0.4812722646310432",""
"armen","tom hat den armen nicht geholfen.","tom hat den {{1::armen}} nicht geholfen.","tom hasn't helped the poor.","First 2 letters: ar...","142","0.5013927576601671",""
"armen","tom half den armen nicht.","tom half den {{1::armen}} nicht.","tom didn't help the poor.","First 2 letters: ar...","142","0.4813927576601671",""
"regierung","tom traut der regierung nicht.","tom traut der {{1::regierung}} nicht.","tom doesn't trust the government.","First 3 letters: reg...","124","0.48132625994694966",""
"frei","tom hat den tag frei.","tom hat den tag {{1::frei}}.","tom has the day off.","First 1 letter: f...","315","0.38268817204301075",""
"gedanken","tom errötete bei dem gedanken.","tom errötete bei dem {{1::gedanken}}.","tom blushed at the thought.","First 2 letters: ge...","205","0.4416891891891892",""
