"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"katze","tom wünscht sich eine katze.","tom wünscht sich eine {{1::katze}}.","tom wants a cat.","First 2 letters: ka...","912","0.4412106537530266",""
"kamera","tom hat eine kamera.","tom hat eine {{1::kamera}}.","tom has a camera.","First 2 letters: ka...","227","0.4518248175182482",""
"kaufte","tom kaufte ein huhn.","tom {{1::kaufte}} ein huhn.","tom bought a chicken.","First 2 letters: ka...","321","0.4527777777777778",""
"nachricht","tom hinterließ eine nachricht.","tom hinterließ eine {{1::nachricht}}.","tom left a message.","First 3 letters: nac...","486","0.48333333333333334",""
"haare","tom hat sich die haare schneiden lassen.","tom hat sich die {{1::haare}} schneiden lassen.","tom got a haircut.","First 2 letters: ha...","446","0.4948051948051948",""
"entfernt","tom wurde die milz entfernt.","tom wurde die milz {{1::entfernt}}.","tom had a splenectomy.","First 2 letters: en...","226","0.4418181818181818",""
"auto","tom hat ein auto.","tom hat ein {{1::auto}}.","tom has a car.","First 1 letter: a...","2065","0.3903192848020435",""
"fenster","tom machte ein fenster auf.","tom machte ein {{1::fenster}} auf.","tom opened a window.","First 2 letters: fe...","798","0.48167224080267557",""
"führt","tom führt tagebuch.","tom {{1::führt}} tagebuch.","tom keeps a diary.","First 2 letters: fü...","240","0.4685823754789272",""
"erkältung","tom hat eine erkältung.","tom hat eine {{1::erkältung}}.","tom has a cold.","First 3 letters: erk...","137","0.4513736263736264",""
"familie","tom hat eine familie.","tom hat eine {{1::familie}}.","tom has a family.","First 2 letters: fa...","851","0.45142045454545454",""
"bleistift","tom spitzte einen bleistift an.","tom spitzte einen {{1::bleistift}} an.","tom sharpened a pencil.","First 3 letters: ble...","131","0.4813513513513513",""
"öffnete","tom öffnete ein fenster.","tom {{1::öffnete}} ein fenster.","tom opened a window.","First 2 letters: öf...","240","0.45191570881226056",""
"waffe","tom hatte eine waffe.","tom hatte eine {{1::waffe}}.","tom had a gun.","First 2 letters: wa...","111","0.4512820512820513",""
"waffe","tom hat eine waffe.","tom hat eine {{1::waffe}}.","tom has a gun.","First 2 letters: wa...","111","0.4512820512820513",""
"karte","tom hat eine karte.","tom hat eine {{1::karte}}.","tom has a map.","First 2 letters: ka...","191","0.45161290322580644",""
"einem","tom zwang sich zu einem lächeln.","tom zwang sich zu {{1::einem}} lächeln.","tom forced a smile.","First 2 letters: ei...","3315","0.4668442234848485",""
"bestellt","tom hat ein bier bestellt.","tom hat ein bier {{1::bestellt}}.","tom ordered a beer.","First 2 letters: be...","110","0.44127877237851665",""
"lächeln","tom rang sich ein lächeln ab.","tom rang sich ein {{1::lächeln}} ab.","tom forced a smile.","First 2 letters: lä...","263","0.4687675070028011",""
"fahrrad","tom hat ein fahrrad.","tom hat ein {{1::fahrrad}}.","tom has a bicycle.","First 2 letters: fa...","557","0.45862068965517244",""
"kind","tom hat ein kind.","tom hat ein {{1::kind}}.","tom has a kid.","First 1 letter: k...","883","0.3913020833333334",""
"geheimnis","tom hat ein geheimnis.","tom hat ein {{1::geheimnis}}.","tom has a secret.","First 3 letters: geh...","237","0.4518939393939394",""
"erkältung","tom hatte eine erkältung.","tom hatte eine {{1::erkältung}}.","tom had a cold.","First 3 letters: erk...","137","0.4513736263736264",""
"möchte","tom möchte ein bier.","tom {{1::möchte}} ein bier.","tom wants a beer.","First 2 letters: mö...","3414","0.45017152658662096",""
"gekauft","tom hat ein auto gekauft.","tom hat ein auto {{1::gekauft}}.","tom bought a car.","First 2 letters: ge...","1164","0.4407518796992481",""
"kaufte","tom kaufte eine zeitung.","tom {{1::kaufte}} eine zeitung.","tom bought a newspaper.","First 2 letters: ka...","321","0.4527777777777778",""
"zeitung","tom hat eine zeitung gekauft.","tom hat eine {{1::zeitung}} gekauft.","tom bought a newspaper.","First 2 letters: ze...","245","0.481953125",""
"brief","tom hat einen brief geschrieben.","tom hat einen {{1::brief}} geschrieben.","tom wrote a letter.","First 2 letters: br...","867","0.48135869565217393",""
"fahrrad","tom wollte ein fahrrad.","tom wollte ein {{1::fahrrad}}.","tom wanted a bicycle.","First 2 letters: fa...","557","0.45862068965517244",""
"kopfschmerzen","tom hatte kopfschmerzen.","tom hatte {{1::kopfschmerzen}}.","tom had a headache.","First 3 letters: kop...","126","0.468",""
"öffnete","tom öffnete ein bier.","tom {{1::öffnete}} ein bier.","tom opened a beer.","First 2 letters: öf...","240","0.45191570881226056",""
"boot","tom hat ein boot.","tom hat ein {{1::boot}}.","tom has a boat.","First 1 letter: b...","127","0.39133689839572194",""
"fahrrad","tom wünscht sich ein fahrrad.","tom wünscht sich ein {{1::fahrrad}}.","tom wants a bicycle.","First 2 letters: fa...","557","0.44862068965517243",""
