"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"voraus","tom ging voraus.","tom ging {{1::voraus}}.","tom walked ahead.","First 2 letters: vo...","101","0.46791666666666665",""
"leise","tom ging leise.","tom ging {{1::leise}}.","tom left quietly.","First 2 letters: le...","112","0.4679520137103685",""
"endlich","tom ging endlich.","tom ging {{1::endlich}}.","tom finally left.","First 2 letters: en...","405","0.471875",""
"davon","tom ging davon.","tom ging {{1::davon}}.","tom wandered off.","First 2 letters: da...","1146","0.46743946419371457",""
"normalerweise","tom gewinnt normalerweise.","tom gewinnt {{1::normalerweise}}.","tom usually wins.","First 3 letters: nor...","236","0.46855345911949686",""
"filme","tom genießt filme.","tom genießt {{1::filme}}.","tom enjoys movies.","First 2 letters: fi...","124","0.4679929266136163",""
"schneller","tom fuhr schneller.","tom fuhr {{1::schneller}}.","tom drove faster.","First 3 letters: sch...","216","0.46842105263157896",""
"rennen","tom fing an zu rennen.","tom fing an zu {{1::rennen}}.","tom began running.","First 2 letters: re...","137","0.4413736263736263",""
"arbeiten","tom fing an zu arbeiten.","tom fing an zu {{1::arbeiten}}.","tom began working.","First 2 letters: ar...","840","0.441466275659824",""
"darüber","tom dachte darüber nach.","tom dachte {{1::darüber}} nach.","tom considered it.","First 2 letters: da...","1066","0.5008818342151675",""
"platz","tom brauchte platz.","tom brauchte {{1::platz}}.","tom needed space.","First 2 letters: pl...","396","0.4714285714285714",""
"stehen","tom blieb hier stehen.","tom blieb hier {{1::stehen}}.","tom stopped here.","First 2 letters: st...","458","0.4616279069767442",""
"bekam","tom bekam angst.","tom {{1::bekam}} angst.","tom became afraid.","First 2 letters: be...","261","0.46875",""
"arbeitete","tom arbeitete hier.","tom {{1::arbeitete}} hier.","tom worked here.","First 3 letters: arb...","135","0.46803278688524586",""
"verraten","sie haben tom verraten.","sie haben tom {{1::verraten}}.","they betrayed tom.","First 2 letters: ve...","146","0.45140845070422536",""
"genommen","sie haben tom genommen.","sie haben tom {{1::genommen}}.","they've taken tom.","First 2 letters: ge...","285","0.45231481481481484",""
"geglaubt","sie haben tom geglaubt.","sie haben tom {{1::geglaubt}}.","they believed tom.","First 2 letters: ge...","125","0.45132978723404255",""
"stadt","nimm tom mit in die stadt.","nimm tom mit in die {{1::stadt}}.","take tom downtown.","First 2 letters: st...","1190","0.43405692233478055",""
"stadt","nimm tom in die stadt.","nimm tom in die {{1::stadt}}.","take tom downtown.","First 2 letters: st...","1190","0.44072358900144715",""
"niemand","niemand mag tom.","{{1::niemand}} mag tom.","nobody likes tom.","First 2 letters: ni...","1730","0.4004061738424045",""
