"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"jünger","tom ist jünger als maria.","tom ist {{1::jünger}} als maria.","tom is younger than mary.","First 2 letters: jü...","187","0.4815923566878981",""
"unterhalten","tom und maria unterhalten sich.","tom und maria {{1::unterhalten}} sich.","tom and mary are talking.","First 3 letters: unt...","182","0.4815673981191223",""
"wussten","tom und maria wussten das.","tom und maria {{1::wussten}} das.","tom and mary knew this.","First 2 letters: wu...","153","0.48143678160919545",""
"wurden","tom und maria wurden lehrer.","tom und maria {{1::wurden}} lehrer.","tom and mary became teachers.","First 2 letters: wu...","696","0.4825380710659899",""
"wussten","tom und maria wussten es nicht.","tom und maria {{1::wussten}} es nicht.","tom and mary didn't know.","First 2 letters: wu...","153","0.5014367816091954",""
"kleiner","maria ist kleiner als tom.","maria ist {{1::kleiner}} als tom.","mary is smaller than tom.","First 2 letters: kl...","206","0.48169491525423724",""
"nachbarn","tom und mary sind nachbarn.","tom und mary sind {{1::nachbarn}}.","tom and mary are neighbors.","First 2 letters: na...","251","0.44199999999999995",""
"kamen","tom und maria kamen getrennt an.","tom und maria {{1::kamen}} getrennt an.","tom and mary arrived separately.","First 2 letters: ka...","269","0.5021551724137931",""
"hatten","tom und maria hatten recht.","tom und maria {{1::hatten}} recht.","tom and mary were right.","First 2 letters: ha...","720","0.482262443438914",""
"saßen","tom und maria saßen in der falle.","tom und maria {{1::saßen}} in der falle.","tom and mary were trapped.","First 2 letters: sa...","134","0.4870766835344492",""
"werden","tom und maria werden nicht kommen.","tom und maria {{1::werden}} nicht kommen.","tom and mary aren't coming.","First 2 letters: we...","4703","0.5001189343482397",""
"streiten","tom und mary streiten manchmal.","tom und mary {{1::streiten}} manchmal.","tom and mary sometimes argue.","First 2 letters: st...","154","0.48144092219020174",""
"nachdem","tom kam, nachdem mary gegangen war.","tom kam, {{1::nachdem}} mary gegangen war.","tom came after mary left.","First 2 letters: na...","118","0.46797214969538725",""
"statt","tom ist statt mary gegangen.","tom ist {{1::statt}} mary gegangen.","tom went instead of mary.","First 2 letters: st...","252","0.48200803212851406",""
"fernsehen","tom hat maria im fernsehen gesehen.","tom hat maria im {{1::fernsehen}} gesehen.","tom saw mary on tv.","First 3 letters: fer...","308","0.4692573402417962",""
"bekommen","tom hat das von mary bekommen.","tom hat das von mary {{1::bekommen}}.","tom got that from mary.","First 2 letters: be...","1046","0.43424741011578305",""
"eins","nie ist tom eins mit mary.","nie ist tom {{1::eins}} mit mary.","tom never agrees with mary.","First 1 letter: e...","257","0.4420491803278689",""
